Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.440

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-05, 17:51:19, OK, 84%, 1.29, 3904, -68324, , 15.528, -68324, 84.0%, , , , , , , , , , , , 
2026-03-05, 17:52:19, OK, 82%, 1.54, 4542, -37998, , 15.818, -37998, 82.0%, , , , , , , , , , , , 
2026-03-05, 17:53:19, OK, 81%, 1.79, 5214, -37998, , 15.827, -37998, 81.0%, , , , , , , , , , , , 
2026-03-05, 17:54:19, OK, 80%, 2.12, 6093, -35616, , 15.817, -35616, 80.0%, , , , , , , , , , , , 
2026-03-05, 17:55:19, OK, 79%, 1.99, 5671, -40476, , 15.408, -40476, 79.0%, , , , , , , , , , , , 
2026-03-05, 17:56:19, OK, 78%, 2.28, 6410, -41547, , 15.522, -41547, 78.0%, , , , , , , , , , , , 
2026-03-05, 17:57:19, OK, 78%, 2.28, 6396, -42139, , 15.591, -42139, 78.0%, , , , , , , , , , , , 
2026-03-05, 17:58:19, OK, 77%, 1.76, 4881, -41387, , 15.637, -41387, 76.0%, , , , , , , , , , , , 
2026-03-05, 17:59:19, OK, 76%, 1.60, 4376, -41611, , 15.600, -41611, 75.0%, , , , , , , , , , , , 
2026-03-05, 18:00:19, OK, 74%, 1.86, 4965, -42330, , 15.559, -42330, 74.0%, , , , , , , , , , , , 
2026-03-05, 18:01:19, OK, 73%, 1.78, 4672, -44632, , 15.450, -44632, 73.0%, , , , , , , , , , , , 
2026-03-05, 18:02:19, OK, 72%, 1.46, 3775, -48405, , 15.070, -48405, 72.0%, , , , , , , , , , , , 
2026-03-05, 18:03:19, OK, 71%, 1.12, 2853, -72080, , 15.077, -72080, 71.0%, , , , , , , , , , , , 
2026-03-05, 18:04:19, OK, 70%, 2.05, 5178, -36831, , 15.465, -36831, 70.0%, , , , , , , , , , , , 
2026-03-05, 18:05:19, OK, 69%, 2.18, 5408, -43513, , 15.448, -43513, 69.0%, , , , , , , , , , , , 
2026-03-05, 18:06:19, OK, 68%, 2.19, 5365, -37311, , 15.445, -37311, 68.0%, , , , , , , , , , , , 
2026-03-05, 18:07:19, OK, 67%, 2.11, 5087, -35808, , 15.398, -35808, 67.0%, , , , , , , , , , , , 
2026-03-05, 18:08:19, OK, 66%, 1.92, 4570, -40572, , 15.158, -40572, 66.0%, , , , , , , , , , , , 
2026-03-05, 18:09:19, OK, 65%, 1.91, 4473, -42810, , 15.324, -42810, 65.0%, , , , , , , , , , , , 
2026-03-05, 18:10:19, OK, 64%, 2.21, 5088, -44281, , 15.245, -44281, 64.0%, , , , , , , , , , , , 
2026-03-05, 18:11:19, OK, 63%, 1.71, 3884, -35089, , 15.298, -35089, 63.0%, , , , , , , , , , , , 
2026-03-05, 18:12:19, OK, 62%, 2.08, 4652, -36160, , 15.252, -36160, 62.0%, , , , , , , , , , , , 
2026-03-05, 18:13:19, OK, 61%, 2.19, 4815, -38222, , 15.243, -38222, 61.0%, , , , , , , , , , , , 
2026-03-05, 18:14:19, OK, 60%, 1.93, 4169, -36096, , 15.227, -36096, 60.0%, , , , , , , , , , , , 
2026-03-05, 18:15:19, OK, 59%, 1.81, 3847, -44968, , 15.102, -44968, 59.0%, , , , , , , , , , , , 
2026-03-05, 18:16:19, OK, 58%, 1.45, 3034, -42714, , 15.111, -42714, 58.0%, , , , , , , , , , , , 
2026-03-05, 18:17:19, OK, 57%, 1.81, 3718, -40316, , 15.095, -40316, 57.0%, , , , , , , , , , , , 
2026-03-05, 18:18:19, OK, 56%, 1.76, 3551, -44568, , 14.978, -44568, 56.0%, , , , , , , , , , , , 
2026-03-05, 18:19:19, OK, 55%, 2.12, 4196, -36847, , 15.088, -36847, 55.0%, , , , , , , , , , , , 
2026-03-05, 18:20:19, OK, 54%, 1.81, 3521, -46311, , 14.995, -46311, 54.0%, , , , , , , , , , , , 
2026-03-05, 18:21:19, OK, 53%, 1.60, 3050, -44552, , 14.896, -44552, 53.0%, , , , , , , , , , , , 
2026-03-05, 18:22:19, OK, 52%, 2.08, 3900, -43593, , 14.945, -43593, 52.0%, , , , , , , , , , , , 
2026-03-05, 18:23:19, OK, 51%, 1.93, 3548, -37183, , 14.993, -37183, 51.0%, , , , , , , , , , , , 
2026-03-05, 18:24:19, OK, 50%, 1.88, 3388, -36815, , 14.956, -36815, 50.0%, , , , , , , , , , , , 
2026-03-05, 18:25:19, OK, 49%, 2.00, 3520, -41275, , 14.874, -41275, 49.0%, , , , , , , , , , , , 
2026-03-05, 18:26:19, OK, 48%, 2.13, 3674, -35824, , 14.935, -35824, 48.0%, , , , , , , , , , , , 
2026-03-05, 18:27:19, OK, 47%, 2.03, 3441, -43817, , 14.913, -43817, 47.0%, , , , , , , , , , , , 
2026-03-05, 18:28:19, OK, 46%, 2.19, 3629, -35904, , 14.920, -35904, 46.0%, , , , , , , , , , , , 
2026-03-05, 18:29:19, OK, 45%, 1.68, 2720, -37998, , 14.840, -37998, 45.0%, , , , , , , , , , , , 
2026-03-05, 18:30:19, OK, 44%, 1.94, 3068, -37423, , 14.868, -37423, 44.0%, , , , , , , , , , , , 
2026-03-05, 18:31:19, OK, 43%, 1.73, 2677, -36432, , 14.835, -36432, 43.0%, , , , , , , , , , , , 
2026-03-05, 18:32:19, OK, 42%, 1.77, 2683, -53585, , 14.468, -53585, 42.0%, , , , , , , , , , , , 
2026-03-05, 18:33:19, OK, 40%, 1.15, 1651, -68995, , 14.410, -68995, 40.0%, , , , , , , , , , , , 
2026-03-05, 18:34:19, OK, 39%, 1.89, 2653, -40988, , 14.733, -40988, 39.0%, , , , , , , , , , , , 
2026-03-05, 18:35:19, OK, 39%, 1.64, 2297, -41499, , 14.724, -41499, 38.0%, , , , , , , , , , , , 
2026-03-05, 18:36:19, OK, 38%, 1.69, 2314, -41115, , 14.713, -41115, 37.0%, , , , , , , , , , , , 
2026-03-05, 18:37:19, OK, 36%, 1.69, 2194, -40812, , 14.718, -40812, 36.0%, , , , , , , , , , , , 
2026-03-05, 18:38:19, OK, 35%, 1.87, 2361, -40108, , 14.694, -40108, 35.0%, , , , , , , , , , , , 
2026-03-05, 18:39:19, OK, 35%, 1.83, 2301, -40940, , 14.673, -40940, 34.0%, , , , , , , , , , , , 
2026-03-05, 18:40:19, OK, 34%, 1.85, 2259, -41419, , 14.674, -41419, 33.0%, , , , , , , , , , , , 
2026-03-05, 18:41:19, OK, 32%, 1.72, 1984, -41100, , 14.631, -41100, 32.0%, , , , , , , , , , , , 
2026-03-05, 18:42:19, OK, 32%, 1.79, 2059, -40972, , 14.640, -40972, 31.0%, , , , , , , , , , , , 
2026-03-05, 18:43:19, OK, 30%, 1.73, 1869, -35472, , 14.663, -35472, 30.0%, , , , , , , , , , , , 
2026-03-05, 18:44:19, OK, 30%, 2.20, 2380, -35393, , 14.685, -35393, 29.0%, , , , , , , , , , , , 
2026-03-05, 18:45:19, OK, 29%, 2.21, 2303, -34609, , 14.679, -34609, 29.0%, , , , , , , , , , , , 
2026-03-05, 18:46:19, OK, 28%, 2.24, 2254, -35041, , 14.662, -35041, 28.0%, , , , , , , , , , , , 
2026-03-05, 18:47:19, OK, 27%, 2.15, 2085, -34529, , 14.622, -34529, 27.0%, , , , , , , , , , , , 
2026-03-05, 18:48:19, OK, 26%, 2.23, 2086, -35249, , 14.642, -35249, 26.0%, , , , , , , , , , , , 
2026-03-05, 18:49:19, OK, 25%, 2.17, 1957, -37327, , 14.622, -37327, 25.0%, , , , , , , , , , , , 
2026-03-05, 18:50:19, OK, 24%, 2.36, 2036, -33650, , 14.635, -33650, 24.0%, , , , , , , , , , , , 
2026-03-05, 18:51:19, OK, 24%, 2.36, 2035, -33906, , 14.611, -33906, 24.0%, , , , , , , , , , , , 
2026-03-05, 18:52:19, OK, 23%, 2.28, 1886, -33586, , 14.597, -33586, 23.0%, , , , , , , , , , , , 
2026-03-05, 18:53:19, OK, 22%, 2.31, 1831, -35488, , 14.543, -35488, 22.0%, , , , , , , , , , , , 
2026-03-05, 18:54:19, OK, 21%, 2.34, 1766, -33906, , 14.586, -33906, 21.0%, , , , , , , , , , , , 
2026-03-05, 18:55:19, OK, 21%, 2.20, 1661, -36703, , 14.569, -36703, 20.0%, , , , , , , , , , , , 
2026-03-05, 18:56:19, OK, 20%, 2.33, 1679, -33778, , 14.564, -33778, 19.0%, , , , , , , , , , , , 
2026-03-05, 18:57:19, OK, 19%, 2.15, 1472, -36543, , 14.484, -36543, 19.0%, , , , , , , , , , , , 
2026-03-05, 18:58:19, OK, 18%, 2.16, 1400, -34625, , 14.536, -34625, 18.0%, , , , , , , , , , , , 
2026-03-05, 18:59:19, OK, 17%, 2.06, 1262, -37918, , 14.489, -37918, 17.0%, , , , , , , , , , , , 
2026-03-05, 19:00:19, OK, 16%, 2.04, 1175, -37183, , 14.470, -37183, 16.0%, , , , , , , , , , , , 
2026-03-05, 19:01:19, OK, 15%, 2.06, 1110, -37183, , 14.445, -37183, 15.0%, , , , , , , , , , , , 
2026-03-05, 19:02:19, OK, 14%, 1.95, 984, -36671, , 14.436, -36671, 14.0%, , , , , , , , , , , , 
2026-03-05, 19:03:19, OK, 14%, 2.15, 1084, -37215, , 14.417, -37215, 13.0%, , , , , , , , , , , , 
2026-03-05, 19:04:19, OK, 13%, 2.09, 978, -37790, , 14.387, -37790, 13.0%, , , , , , , , , , , , 
2026-03-05, 19:05:19, OK, 12%, 2.30, 993, -34305, , 14.408, -34305, 12.0%, , , , , , , , , , , , 
2026-03-05, 19:06:19, OK, 11%, 2.26, 894, -38126, , 14.370, -38126, 11.0%, , , , , , , , , , , , 
2026-03-05, 19:07:19, OK, 10%, 2.17, 780, -34545, , 14.369, -34545, 10.0%, , , , , , , , , , , , 
2026-03-05, 19:08:19, OK, 10%, 2.20, 792, -34577, , 14.341, -34577, 9.0%, , , , , , , , , , , , 
