Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.431

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-11, 15:09:35, OK, 86%, 2.30, 7111, -35760, , 16.200, -35760, 86.0%, , , , , , , , , , , , 
2026-03-11, 15:10:35, OK, 85%, 2.14, 6555, -38941, , 15.993, -38941, 85.0%, , , , , , , , , , , , 
2026-03-11, 15:11:35, OK, 84%, 2.22, 6715, -34673, , 16.145, -34673, 84.0%, , , , , , , , , , , , 
2026-03-11, 15:12:35, OK, 83%, 2.18, 6508, -36831, , 15.849, -36831, 83.0%, , , , , , , , , , , , 
2026-03-11, 15:13:35, OK, 82%, 1.50, 4431, -36192, , 15.996, -36192, 82.0%, , , , , , , , , , , , 
2026-03-11, 15:14:35, OK, 81%, 2.21, 6431, -35584, , 16.059, -35584, 81.0%, , , , , , , , , , , , 
2026-03-11, 15:15:35, OK, 81%, 2.27, 6630, -34817, , 16.005, -34817, 80.0%, , , , , , , , , , , , 
2026-03-11, 15:16:35, OK, 80%, 2.29, 6591, -35281, , 16.005, -35281, 80.0%, , , , , , , , , , , , 
2026-03-11, 15:17:35, OK, 79%, 2.23, 6352, -36336, , 15.970, -36336, 79.0%, , , , , , , , , , , , 
2026-03-11, 15:18:35, OK, 78%, 1.83, 5150, -34785, , 15.935, -34785, 78.0%, , , , , , , , , , , , 
2026-03-11, 15:19:35, OK, 77%, 1.77, 4896, -36128, , 15.810, -36128, 77.0%, , , , , , , , , , , , 
2026-03-11, 15:20:35, OK, 77%, 2.04, 5642, -36448, , 15.771, -36448, 76.0%, , , , , , , , , , , , 
2026-03-11, 15:21:35, OK, 76%, 2.18, 5954, -36448, , 15.789, -36448, 75.0%, , , , , , , , , , , , 
2026-03-11, 15:22:35, OK, 75%, 2.19, 5926, -37535, , 15.796, -37535, 74.0%, , , , , , , , , , , , 
2026-03-11, 15:23:35, OK, 74%, 2.19, 5834, -42282, , 15.264, -42282, 74.0%, , , , , , , , , , , , 
2026-03-11, 15:24:35, OK, 73%, 1.96, 5149, -36224, , 15.729, -36224, 73.0%, , , , , , , , , , , , 
2026-03-11, 15:25:35, OK, 72%, 1.37, 3557, -36384, , 15.578, -36384, 72.0%, , , , , , , , , , , , 
2026-03-11, 15:26:35, OK, 71%, 1.83, 4677, -36128, , 15.678, -36128, 71.0%, , , , , , , , , , , , 
2026-03-11, 15:27:35, OK, 70%, 1.80, 4546, -54192, , 15.294, -54192, 70.0%, , , , , , , , , , , , 
2026-03-11, 15:28:35, OK, 68%, 1.47, 3607, -51810, , 15.471, -51810, 68.0%, , , , , , , , , , , , 
2026-03-11, 15:29:35, OK, 67%, 2.11, 5098, -36847, , 15.532, -36847, 67.0%, , , , , , , , , , , , 
2026-03-11, 15:30:35, OK, 67%, 1.93, 4659, -42203, , 15.456, -42203, 66.0%, , , , , , , , , , , , 
2026-03-11, 15:31:35, OK, 66%, 1.87, 4454, -42075, , 15.314, -42075, 66.0%, , , , , , , , , , , , 
2026-03-11, 15:32:35, OK, 65%, 1.93, 4517, -40540, , 15.410, -40540, 65.0%, , , , , , , , , , , , 
2026-03-11, 15:33:35, OK, 64%, 1.78, 4093, -42794, , 15.335, -42794, 64.0%, , , , , , , , , , , , 
2026-03-11, 15:34:35, OK, 62%, 1.44, 3217, -54576, , 15.265, -54576, 62.0%, , , , , , , , , , , , 
2026-03-11, 15:35:35, OK, 62%, 1.67, 3720, -42922, , 15.217, -42922, 61.0%, , , , , , , , , , , , 
2026-03-11, 15:36:35, OK, 60%, 1.88, 4066, -44457, , 15.253, -44457, 60.0%, , , , , , , , , , , , 
2026-03-11, 15:37:35, OK, 59%, 1.68, 3571, -45751, , 15.205, -45751, 59.0%, , , , , , , , , , , , 
2026-03-11, 15:38:35, OK, 58%, 1.71, 3568, -43098, , 15.208, -43098, 58.0%, , , , , , , , , , , , 
2026-03-11, 15:39:35, OK, 57%, 1.85, 3792, -46439, , 15.146, -46439, 57.0%, , , , , , , , , , , , 
2026-03-11, 15:40:35, OK, 57%, 1.74, 3576, -44329, , 15.130, -44329, 56.0%, , , , , , , , , , , , 
2026-03-11, 15:41:35, OK, 55%, 1.55, 3067, -48405, , 15.057, -48405, 55.0%, , , , , , , , , , , , 
2026-03-11, 15:42:35, OK, 54%, 1.70, 3297, -51235, , 14.952, -51235, 54.0%, , , , , , , , , , , , 
2026-03-11, 15:43:35, OK, 53%, 1.07, 2049, -50132, , 14.980, -50132, 53.0%, , , , , , , , , , , , 
2026-03-11, 15:44:35, OK, 52%, 1.60, 2995, -45432, , 14.960, -45432, 51.0%, , , , , , , , , , , , 
2026-03-11, 15:45:35, OK, 51%, 1.74, 3197, -46519, , 14.950, -46519, 50.0%, , , , , , , , , , , , 
2026-03-11, 15:46:35, OK, 49%, 1.64, 2885, -46870, , 14.945, -46870, 49.0%, , , , , , , , , , , , 
2026-03-11, 15:47:35, OK, 49%, 1.66, 2928, -45719, , 14.947, -45719, 48.0%, , , , , , , , , , , , 
2026-03-11, 15:48:35, OK, 48%, 1.57, 2718, -46039, , 14.893, -46039, 47.0%, , , , , , , , , , , , 
2026-03-11, 15:49:35, OK, 46%, 1.59, 2626, -50771, , 14.847, -50771, 46.0%, , , , , , , , , , , , 
2026-03-11, 15:50:35, OK, 45%, 1.50, 2427, -51730, , 14.797, -51730, 45.0%, , , , , , , , , , , , 
2026-03-11, 15:51:35, OK, 44%, 1.58, 2501, -45416, , 14.834, -45416, 44.0%, , , , , , , , , , , , 
2026-03-11, 15:52:35, OK, 43%, 1.63, 2528, -46759, , 14.829, -46759, 42.0%, , , , , , , , , , , , 
2026-03-11, 15:53:35, OK, 42%, 1.45, 2198, -52450, , 14.738, -52450, 41.0%, , , , , , , , , , , , 
2026-03-11, 15:54:35, OK, 40%, 1.20, 1732, -50723, , 14.713, -50723, 40.0%, , , , , , , , , , , , 
2026-03-11, 15:55:35, OK, 39%, 1.63, 2293, -53776, , 14.683, -53776, 39.0%, , , , , , , , , , , , 
2026-03-11, 15:56:35, OK, 38%, 1.46, 1995, -54800, , 14.653, -54800, 38.0%, , , , , , , , , , , , 
2026-03-11, 15:57:35, OK, 36%, 1.38, 1788, -55423, , 14.650, -55423, 36.0%, , , , , , , , , , , , 
2026-03-11, 15:58:35, OK, 35%, 1.45, 1833, -55071, , 14.650, -55071, 35.0%, , , , , , , , , , , , 
2026-03-11, 15:59:35, OK, 34%, 1.47, 1797, -52865, , 14.598, -52865, 34.0%, , , , , , , , , , , , 
2026-03-11, 16:00:35, OK, 33%, 1.50, 1778, -51155, , 14.620, -51155, 33.0%, , , , , , , , , , , , 
2026-03-11, 16:01:35, OK, 31%, 1.53, 1703, -50579, , 14.599, -50579, 31.0%, , , , , , , , , , , , 
2026-03-11, 16:02:35, OK, 30%, 1.47, 1592, -52721, , 14.663, -52721, 30.0%, , , , , , , , , , , , 
2026-03-11, 16:03:35, OK, 30%, 2.03, 2195, -38989, , 14.657, -38989, 29.0%, , , , , , , , , , , , 
2026-03-11, 16:04:35, OK, 29%, 2.02, 2108, -39261, , 14.695, -39261, 28.0%, , , , , , , , , , , , 
2026-03-11, 16:05:35, OK, 28%, 1.98, 1992, -39821, , 14.677, -39821, 27.0%, , , , , , , , , , , , 
2026-03-11, 16:06:35, OK, 27%, 2.10, 2045, -44552, , 14.613, -44552, 27.0%, , , , , , , , , , , , 
2026-03-11, 16:07:35, OK, 25%, 1.70, 1531, -46343, , 14.622, -46343, 25.0%, , , , , , , , , , , , 
2026-03-11, 16:08:35, OK, 25%, 1.72, 1544, -45672, , 14.463, -45672, 25.0%, , , , , , , , , , , , 
2026-03-11, 16:09:35, OK, 24%, 2.10, 1814, -38814, , 14.625, -38814, 24.0%, , , , , , , , , , , , 
2026-03-11, 16:10:35, OK, 23%, 1.92, 1590, -50515, , 14.493, -50515, 23.0%, , , , , , , , , , , , 
2026-03-11, 16:11:35, OK, 22%, 1.83, 1447, -37966, , 14.596, -37966, 22.0%, , , , , , , , , , , , 
2026-03-11, 16:12:35, OK, 21%, 2.10, 1584, -38206, , 14.585, -38206, 21.0%, , , , , , , , , , , , 
2026-03-11, 16:13:35, OK, 20%, 1.71, 1232, -49348, , 14.432, -49348, 20.0%, , , , , , , , , , , , 
2026-03-11, 16:14:35, OK, 19%, 1.62, 1107, -38174, , 14.547, -38174, 19.0%, , , , , , , , , , , , 
2026-03-11, 16:15:35, OK, 18%, 2.01, 1305, -42442, , 14.508, -42442, 18.0%, , , , , , , , , , , , 
2026-03-11, 16:16:35, OK, 17%, 1.97, 1204, -39485, , 14.536, -39485, 17.0%, , , , , , , , , , , , 
2026-03-11, 16:17:35, OK, 16%, 1.96, 1129, -39133, , 14.506, -39133, 16.0%, , , , , , , , , , , , 
2026-03-11, 16:18:35, OK, 15%, 2.03, 1095, -40636, , 14.492, -40636, 15.0%, , , , , , , , , , , , 
2026-03-11, 16:19:35, OK, 14%, 2.04, 1029, -38909, , 14.467, -38909, 14.0%, , , , , , , , , , , , 
2026-03-11, 16:20:35, OK, 13%, 1.95, 912, -38414, , 14.460, -38414, 13.0%, , , , , , , , , , , , 
2026-03-11, 16:21:35, OK, 12%, 1.97, 853, -39229, , 14.404, -39229, 12.0%, , , , , , , , , , , , 
2026-03-11, 16:22:35, OK, 11%, 1.92, 761, -41004, , 14.359, -41004, 11.0%, , , , , , , , , , , , 
2026-03-11, 16:23:35, OK, 11%, 1.96, 775, -38798, , 14.377, -38798, 11.0%, , , , , , , , , , , , 
2026-03-11, 16:24:35, OK, 10%, 2.08, 750, -38174, , 14.357, -38174, 10.0%, , , , , , , , , , , , 
2026-03-11, 16:25:35, OK, 9%, 1.91, 618, -41052, , 14.328, -41052, 9.0%, , , , , , , , , , , , 
2026-03-11, 16:26:35, OK, 8%, 1.97, 567, -39789, , 14.287, -39789, 8.0%, , , , , , , , , , , , 
2026-03-11, 16:27:35, OK, 7%, 1.94, 489, -39405, , 14.298, -39405, 7.0%, , , , , , , , , , , , 
2026-03-11, 18:11:29, OK, 96%, 0.00, -1, 8936, , 17.436, 8936, 96.0%, , , , , , , , , , , , 
2026-03-11, 18:12:29, OK, 95%, 0.98, 3360, -62665, , 16.300, -62665, 95.0%, , , , , , , , , , , , 
2026-03-11, 18:13:29, OK, 94%, 2.22, 7507, -35600, , 16.609, -35600, 94.0%, , , , , , , , , , , , 
2026-03-11, 18:14:29, OK, 93%, 2.30, 7693, -34194, , 16.603, -34194, 93.0%, , , , , , , , , , , , 
2026-03-11, 18:15:29, OK, 92%, 2.34, 7758, -33730, , 16.546, -33730, 92.0%, , , , , , , , , , , , 
2026-03-11, 18:16:29, OK, 92%, 2.35, 7773, -34705, , 16.509, -34705, 92.0%, , , , , , , , , , , , 
2026-03-11, 18:17:29, OK, 91%, 2.14, 7013, -33826, , 16.477, -33826, 91.0%, , , , , , , , , , , , 
2026-03-11, 18:18:29, OK, 90%, 1.53, 4955, -34050, , 16.432, -34050, 90.0%, , , , , , , , , , , , 
2026-03-11, 18:19:29, OK, 90%, 2.31, 7497, -33714, , 16.391, -33714, 89.0%, , , , , , , , , , , , 
2026-03-11, 18:20:29, OK, 89%, 2.32, 7449, -33458, , 16.371, -33458, 89.0%, , , , , , , , , , , , 
2026-03-11, 18:21:29, OK, 88%, 2.09, 6615, -33954, , 16.330, -33954, 88.0%, , , , , , , , , , , , 
2026-03-11, 18:22:29, OK, 87%, 2.15, 6739, -33970, , 16.314, -33970, 87.0%, , , , , , , , , , , , 
2026-03-11, 18:23:29, OK, 87%, 2.34, 7340, -33858, , 16.265, -33858, 86.0%, , , , , , , , , , , , 
2026-03-11, 18:24:29, OK, 86%, 2.31, 7138, -33906, , 16.253, -33906, 86.0%, , , , , , , , , , , , 
2026-03-11, 18:25:29, OK, 85%, 2.33, 7121, -34050, , 16.220, -34050, 85.0%, , , , , , , , , , , , 
2026-03-11, 18:26:29, OK, 84%, 2.32, 7001, -34977, , 16.166, -34977, 84.0%, , , , , , , , , , , , 
2026-03-11, 18:27:29, OK, 84%, 2.10, 6339, -34082, , 16.146, -34082, 83.0%, , , , , , , , , , , , 
2026-03-11, 18:28:29, OK, 83%, 2.28, 6806, -34114, , 16.110, -34114, 83.0%, , , , , , , , , , , , 
2026-03-11, 18:29:29, OK, 82%, 2.32, 6840, -34098, , 16.095, -34098, 82.0%, , , , , , , , , , , , 
2026-03-11, 18:30:29, OK, 81%, 2.31, 6741, -34130, , 16.049, -34130, 81.0%, , , , , , , , , , , , 
2026-03-11, 18:31:29, OK, 80%, 2.22, 6392, -34321, , 16.025, -34321, 80.0%, , , , , , , , , , , , 
2026-03-11, 18:32:29, OK, 79%, 2.30, 6535, -34337, , 16.008, -34337, 79.0%, , , , , , , , , , , , 
2026-03-11, 18:33:29, OK, 79%, 2.32, 6596, -34178, , 15.975, -34178, 79.0%, , , , , , , , , , , , 
2026-03-11, 18:34:29, OK, 78%, 2.31, 6495, -34817, , 15.944, -34817, 78.0%, , , , , , , , , , , , 
2026-03-11, 18:35:29, OK, 77%, 2.27, 6288, -34449, , 15.920, -34449, 77.0%, , , , , , , , , , , , 
2026-03-11, 18:36:29, OK, 76%, 2.24, 6127, -36703, , 15.881, -36703, 76.0%, , , , , , , , , , , , 
2026-03-11, 18:37:29, OK, 76%, 2.14, 5864, -34673, , 15.856, -34673, 76.0%, , , , , , , , , , , , 
2026-03-11, 18:38:29, OK, 75%, 2.27, 6133, -34513, , 15.830, -34513, 75.0%, , , , , , , , , , , , 
2026-03-11, 18:39:29, OK, 74%, 2.22, 5915, -34881, , 15.795, -34881, 74.0%, , , , , , , , , , , , 
2026-03-11, 18:40:30, OK, 73%, 2.27, 5958, -34721, , 15.772, -34721, 73.0%, , , , , , , , , , , , 
2026-03-11, 18:41:30, OK, 72%, 2.11, 5477, -34721, , 15.733, -34721, 72.0%, , , , , , , , , , , , 
2026-03-11, 18:42:29, OK, 72%, 2.27, 5885, -34753, , 15.709, -34753, 72.0%, , , , , , , , , , , , 
2026-03-11, 18:43:30, OK, 71%, 2.25, 5748, -35057, , 15.676, -35057, 71.0%, , , , , , , , , , , , 
2026-03-11, 18:44:30, OK, 70%, 2.27, 5727, -34833, , 15.637, -34833, 70.0%, , , , , , , , , , , , 
2026-03-11, 18:45:30, OK, 69%, 2.27, 5640, -34801, , 15.631, -34801, 69.0%, , , , , , , , , , , , 
2026-03-11, 18:46:30, OK, 68%, 2.03, 4971, -36000, , 15.588, -36000, 68.0%, , , , , , , , , , , , 
2026-03-11, 18:47:30, OK, 68%, 2.22, 5431, -35025, , 15.544, -35025, 68.0%, , , , , , , , , , , , 
2026-03-11, 18:48:30, OK, 67%, 2.25, 5416, -35265, , 15.536, -35265, 67.0%, , , , , , , , , , , , 
2026-03-11, 18:49:30, OK, 66%, 2.25, 5336, -37023, , 15.504, -37023, 66.0%, , , , , , , , , , , , 
2026-03-11, 18:50:30, OK, 65%, 2.22, 5186, -35329, , 15.478, -35329, 65.0%, , , , , , , , , , , , 
2026-03-11, 18:51:30, OK, 64%, 2.05, 4725, -35201, , 15.459, -35201, 64.0%, , , , , , , , , , , , 
2026-03-11, 18:52:30, OK, 64%, 2.04, 4690, -35872, , 15.421, -35872, 64.0%, , , , , , , , , , , , 
2026-03-11, 18:53:30, OK, 63%, 2.06, 4673, -35345, , 15.375, -35345, 63.0%, , , , , , , , , , , , 
2026-03-11, 18:54:30, OK, 62%, 2.22, 4947, -35424, , 15.374, -35424, 62.0%, , , , , , , , , , , , 
2026-03-11, 18:55:30, OK, 61%, 2.22, 4878, -35856, , 15.330, -35856, 61.0%, , , , , , , , , , , , 
2026-03-11, 18:56:30, OK, 60%, 2.11, 4554, -37471, , 15.297, -37471, 60.0%, , , , , , , , , , , , 
2026-03-11, 18:57:30, OK, 60%, 2.19, 4730, -35696, , 15.280, -35696, 59.0%, , , , , , , , , , , , 
2026-03-11, 18:58:30, OK, 59%, 2.22, 4710, -36831, , 15.230, -36831, 59.0%, , , , , , , , , , , , 
2026-03-11, 18:59:30, OK, 58%, 2.19, 4564, -36735, , 15.198, -36735, 58.0%, , , , , , , , , , , , 
2026-03-11, 19:00:30, OK, 57%, 2.20, 4522, -35856, , 15.188, -35856, 57.0%, , , , , , , , , , , , 
2026-03-11, 19:01:30, OK, 56%, 2.15, 4330, -36016, , 15.151, -36016, 56.0%, , , , , , , , , , , , 
2026-03-11, 19:02:30, OK, 55%, 2.18, 4321, -36096, , 15.140, -36096, 55.0%, , , , , , , , , , , , 
2026-03-11, 19:03:30, OK, 55%, 2.18, 4326, -36112, , 15.111, -36112, 55.0%, , , , , , , , , , , , 
2026-03-11, 19:04:30, OK, 54%, 2.18, 4235, -36048, , 15.088, -36048, 54.0%, , , , , , , , , , , , 
2026-03-11, 19:05:30, OK, 53%, 2.17, 4143, -36144, , 15.068, -36144, 53.0%, , , , , , , , , , , , 
2026-03-11, 19:06:30, OK, 52%, 2.05, 3834, -38366, , 15.038, -38366, 52.0%, , , , , , , , , , , , 
2026-03-11, 19:07:30, OK, 52%, 2.11, 3942, -36080, , 15.033, -36080, 51.0%, , , , , , , , , , , , 
2026-03-11, 19:08:30, OK, 50%, 2.18, 3931, -36144, , 14.994, -36144, 50.0%, , , , , , , , , , , , 
2026-03-11, 19:09:30, OK, 50%, 2.14, 3855, -36959, , 14.970, -36959, 50.0%, , , , , , , , , , , , 
2026-03-11, 19:10:30, OK, 49%, 2.13, 3751, -36847, , 14.964, -36847, 49.0%, , , , , , , , , , , , 
2026-03-11, 19:11:30, OK, 48%, 2.17, 3752, -36384, , 14.933, -36384, 48.0%, , , , , , , , , , , , 
2026-03-11, 19:12:30, OK, 47%, 2.14, 3620, -37295, , 14.933, -37295, 47.0%, , , , , , , , , , , , 
2026-03-11, 19:13:30, OK, 47%, 1.87, 3170, -37982, , 14.895, -37982, 46.0%, , , , , , , , , , , , 
2026-03-11, 19:14:30, OK, 45%, 2.14, 3465, -36943, , 14.891, -36943, 45.0%, , , , , , , , , , , , 
2026-03-11, 19:15:30, OK, 45%, 2.15, 3478, -37103, , 14.878, -37103, 45.0%, , , , , , , , , , , , 
2026-03-11, 19:16:30, OK, 44%, 2.16, 3416, -38446, , 14.849, -38446, 44.0%, , , , , , , , , , , , 
2026-03-11, 19:17:30, OK, 43%, 1.93, 2983, -37135, , 14.836, -37135, 43.0%, , , , , , , , , , , , 
2026-03-11, 19:18:30, OK, 42%, 2.11, 3195, -37583, , 14.824, -37583, 42.0%, , , , , , , , , , , , 
2026-03-11, 19:19:30, OK, 41%, 2.11, 3109, -37615, , 14.790, -37615, 41.0%, , , , , , , , , , , , 
2026-03-11, 19:20:30, OK, 41%, 2.07, 3051, -37231, , 14.781, -37231, 40.0%, , , , , , , , , , , , 
2026-03-11, 19:21:30, OK, 39%, 2.12, 2970, -37551, , 14.784, -37551, 39.0%, , , , , , , , , , , , 
2026-03-11, 19:22:30, OK, 39%, 1.90, 2669, -37263, , 14.765, -37263, 39.0%, , , , , , , , , , , , 
2026-03-11, 19:23:30, OK, 38%, 1.90, 2603, -37135, , 14.735, -37135, 38.0%, , , , , , , , , , , , 
2026-03-11, 19:24:30, OK, 37%, 2.13, 2838, -37455, , 14.733, -37455, 37.0%, , , , , , , , , , , , 
2026-03-11, 19:25:30, OK, 36%, 2.12, 2744, -37966, , 14.724, -37966, 36.0%, , , , , , , , , , , , 
2026-03-11, 19:26:30, OK, 35%, 2.00, 2521, -39613, , 14.707, -39613, 35.0%, , , , , , , , , , , , 
2026-03-11, 19:27:30, OK, 34%, 1.48, 1815, -37439, , 14.689, -37439, 34.0%, , , , , , , , , , , , 
2026-03-11, 19:28:30, OK, 33%, 1.85, 2195, -37327, , 14.677, -37327, 33.0%, , , , , , , , , , , , 
2026-03-11, 19:29:30, OK, 32%, 2.14, 2461, -36959, , 14.684, -36959, 32.0%, , , , , , , , , , , , 
2026-03-11, 19:30:30, OK, 32%, 2.13, 2448, -36911, , 14.657, -36911, 32.0%, , , , , , , , , , , , 
2026-03-11, 19:31:30, OK, 31%, 2.13, 2372, -37007, , 14.650, -37007, 31.0%, , , , , , , , , , , , 
2026-03-11, 19:32:30, OK, 30%, 2.17, 2340, -34369, , 14.672, -34369, 30.0%, , , , , , , , , , , , 
2026-03-11, 19:33:30, OK, 29%, 2.30, 2404, -34194, , 14.656, -34194, 29.0%, , , , , , , , , , , , 
2026-03-11, 19:34:30, OK, 28%, 2.33, 2352, -34114, , 14.655, -34114, 28.0%, , , , , , , , , , , , 
2026-03-11, 19:35:30, OK, 28%, 2.32, 2339, -34018, , 14.646, -34018, 28.0%, , , , , , , , , , , , 
2026-03-11, 19:36:30, OK, 27%, 2.30, 2235, -34385, , 14.626, -34385, 27.0%, , , , , , , , , , , , 
2026-03-11, 19:37:30, OK, 26%, 2.26, 2112, -34721, , 14.623, -34721, 26.0%, , , , , , , , , , , , 
2026-03-11, 19:38:30, OK, 25%, 2.18, 1958, -36416, , 14.601, -36416, 25.0%, , , , , , , , , , , , 
2026-03-11, 19:39:30, OK, 24%, 2.16, 1862, -36512, , 14.573, -36512, 24.0%, , , , , , , , , , , , 
2026-03-11, 19:40:30, OK, 24%, 2.24, 1936, -36272, , 14.579, -36272, 24.0%, , , , , , , , , , , , 
2026-03-11, 19:41:30, OK, 23%, 2.14, 1768, -37119, , 14.551, -37119, 23.0%, , , , , , , , , , , , 
2026-03-11, 19:42:30, OK, 22%, 2.10, 1666, -36831, , 14.531, -36831, 22.0%, , , , , , , , , , , , 
2026-03-11, 19:43:30, OK, 21%, 2.07, 1566, -36240, , 14.534, -36240, 21.0%, , , , , , , , , , , , 
2026-03-11, 19:44:30, OK, 20%, 2.13, 1530, -35936, , 14.528, -35936, 20.0%, , , , , , , , , , , , 
2026-03-11, 19:45:30, OK, 20%, 2.08, 1497, -36959, , 14.503, -36959, 19.0%, , , , , , , , , , , , 
2026-03-11, 19:46:30, OK, 19%, 2.10, 1433, -37055, , 14.491, -37055, 19.0%, , , , , , , , , , , , 
2026-03-11, 19:47:30, OK, 18%, 2.10, 1359, -36543, , 14.464, -36543, 18.0%, , , , , , , , , , , , 
2026-03-11, 19:48:30, OK, 17%, 2.15, 1317, -37183, , 14.458, -37183, 17.0%, , , , , , , , , , , , 
2026-03-11, 19:49:30, OK, 17%, 2.11, 1290, -37183, , 14.424, -37183, 16.0%, , , , , , , , , , , , 
2026-03-11, 19:50:30, OK, 15%, 2.18, 1177, -37631, , 14.421, -37631, 15.0%, , , , , , , , , , , , 
2026-03-11, 19:51:30, OK, 15%, 2.16, 1167, -36687, , 14.404, -36687, 15.0%, , , , , , , , , , , , 
