Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.446

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-02-22, 14:25:07, OK, 82%, 2.28, 6739, -36735, , 16.101, -36735, 82.0%, , , , , , , , , , , , 
2026-02-22, 14:26:07, OK, 82%, 2.34, 6900, -35456, , 16.103, -35456, 81.0%, , , , , , , , , , , , 
2026-02-22, 14:27:07, OK, 81%, 2.37, 6925, -36623, , 16.040, -36623, 81.0%, , , , , , , , , , , , 
2026-02-22, 14:28:07, OK, 80%, 1.79, 5165, -38798, , 15.971, -38798, 80.0%, , , , , , , , , , , , 
2026-02-22, 14:29:07, OK, 79%, 2.06, 5851, -35856, , 16.014, -35856, 79.0%, , , , , , , , , , , , 
2026-02-22, 14:30:07, OK, 78%, 2.40, 6732, -37631, , 15.942, -37631, 78.0%, , , , , , , , , , , , 
2026-02-22, 14:31:07, OK, 77%, 2.23, 6188, -36528, , 15.905, -36528, 77.0%, , , , , , , , , , , , 
2026-02-22, 14:32:07, OK, 77%, 1.97, 5469, -42075, , 15.878, -42075, 76.0%, , , , , , , , , , , , 
2026-02-22, 14:33:07, OK, 76%, 2.00, 5481, -41355, , 15.860, -41355, 76.0%, , , , , , , , , , , , 
2026-02-22, 14:34:07, OK, 75%, 2.03, 5476, -45368, , 15.741, -45368, 75.0%, , , , , , , , , , , , 
2026-02-22, 14:35:07, OK, 74%, 2.14, 5691, -48101, , 15.666, -48101, 74.0%, , , , , , , , , , , , 
2026-02-22, 14:36:07, OK, 73%, 1.63, 4290, -41707, , 15.671, -41707, 73.0%, , , , , , , , , , , , 
2026-02-22, 14:37:07, OK, 72%, 1.75, 4542, -45016, , 15.558, -45016, 72.0%, , , , , , , , , , , , 
2026-02-22, 14:38:07, OK, 71%, 1.85, 4740, -44728, , 15.638, -44728, 71.0%, , , , , , , , , , , , 
2026-02-22, 14:39:07, OK, 70%, 1.77, 4457, -44840, , 15.571, -44840, 70.0%, , , , , , , , , , , , 
2026-02-22, 14:40:07, OK, 69%, 1.70, 4232, -44584, , 15.543, -44584, 69.0%, , , , , , , , , , , , 
2026-02-22, 14:41:07, OK, 68%, 1.81, 4442, -45608, , 15.538, -45608, 68.0%, , , , , , , , , , , , 
2026-02-22, 14:42:07, OK, 67%, 2.01, 4844, -39069, , 15.530, -39069, 67.0%, , , , , , , , , , , , 
2026-02-22, 14:43:07, OK, 66%, 2.03, 4831, -40620, , 15.489, -40620, 66.0%, , , , , , , , , , , , 
2026-02-22, 14:44:07, OK, 65%, 1.88, 4402, -37071, , 15.405, -37071, 65.0%, , , , , , , , , , , , 
2026-02-22, 14:45:07, OK, 64%, 1.69, 3898, -40988, , 15.445, -40988, 64.0%, , , , , , , , , , , , 
2026-02-22, 14:46:07, OK, 63%, 1.71, 3887, -37439, , 15.422, -37439, 63.0%, , , , , , , , , , , , 
2026-02-22, 14:47:07, OK, 62%, 2.06, 4592, -39197, , 15.380, -39197, 62.0%, , , , , , , , , , , , 
2026-02-22, 14:48:07, OK, 61%, 1.85, 4057, -43785, , 15.296, -43785, 61.0%, , , , , , , , , , , , 
2026-02-22, 14:49:07, OK, 60%, 1.65, 3567, -50451, , 15.220, -50451, 60.0%, , , , , , , , , , , , 
2026-02-22, 14:50:07, OK, 59%, 1.97, 4182, -46199, , 15.254, -46199, 59.0%, , , , , , , , , , , , 
2026-02-22, 14:51:07, OK, 59%, 1.88, 3994, -45751, , 15.183, -45751, 58.0%, , , , , , , , , , , , 
2026-02-22, 14:52:07, OK, 57%, 1.55, 3185, -51986, , 15.176, -51986, 57.0%, , , , , , , , , , , , 
2026-02-22, 14:53:07, OK, 56%, 1.55, 3118, -41004, , 15.176, -41004, 56.0%, , , , , , , , , , , , 
2026-02-22, 14:54:07, OK, 55%, 2.04, 4037, -40060, , 15.164, -40060, 55.0%, , , , , , , , , , , , 
2026-02-22, 14:55:07, OK, 55%, 2.02, 4008, -39965, , 15.135, -39965, 55.0%, , , , , , , , , , , , 
2026-02-22, 14:56:07, OK, 54%, 2.01, 3899, -40700, , 15.117, -40700, 54.0%, , , , , , , , , , , , 
2026-02-22, 14:57:07, OK, 53%, 1.91, 3652, -40492, , 15.094, -40492, 53.0%, , , , , , , , , , , , 
2026-02-22, 14:58:07, OK, 52%, 2.00, 3744, -40956, , 15.069, -40956, 52.0%, , , , , , , , , , , , 
2026-02-22, 14:59:07, OK, 51%, 2.03, 3730, -40044, , 15.047, -40044, 51.0%, , , , , , , , , , , , 
2026-02-22, 15:00:07, OK, 50%, 1.98, 3566, -40764, , 15.018, -40764, 50.0%, , , , , , , , , , , , 
2026-02-22, 15:01:07, OK, 49%, 1.97, 3480, -40860, , 14.997, -40860, 49.0%, , , , , , , , , , , , 
2026-02-22, 15:02:07, OK, 48%, 1.97, 3406, -41163, , 14.938, -41163, 48.0%, , , , , , , , , , , , 
2026-02-22, 15:03:07, OK, 48%, 2.01, 3466, -41515, , 14.950, -41515, 47.0%, , , , , , , , , , , , 
2026-02-22, 15:04:07, OK, 46%, 1.95, 3227, -41068, , 14.944, -41068, 46.0%, , , , , , , , , , , , 
2026-02-22, 15:05:07, OK, 46%, 2.00, 3320, -44952, , 14.893, -44952, 46.0%, , , , , , , , , , , , 
2026-02-22, 15:06:07, OK, 45%, 1.82, 2952, -43785, , 14.787, -43785, 45.0%, , , , , , , , , , , , 
2026-02-22, 15:07:07, OK, 44%, 1.42, 2248, -74814, , 14.781, -74814, 43.0%, , , , , , , , , , , , 
2026-02-22, 15:08:07, OK, 43%, 1.72, 2660, -51826, , 14.724, -51826, 42.0%, , , , , , , , , , , , 
2026-02-22, 15:09:07, OK, 41%, 1.85, 2727, -42330, , 14.834, -42330, 41.0%, , , , , , , , , , , , 
2026-02-22, 15:10:07, OK, 41%, 1.59, 2349, -44600, , 14.739, -44600, 40.0%, , , , , , , , , , , , 
2026-02-22, 15:11:07, OK, 39%, 1.25, 1756, -42778, , 14.758, -42778, 39.0%, , , , , , , , , , , , 
2026-02-22, 15:12:07, OK, 38%, 2.02, 2766, -40060, , 14.800, -40060, 38.0%, , , , , , , , , , , , 
2026-02-22, 15:13:07, OK, 37%, 1.99, 2647, -40716, , 14.785, -40716, 37.0%, , , , , , , , , , , , 
2026-02-22, 15:14:07, OK, 37%, 2.05, 2728, -40076, , 14.767, -40076, 37.0%, , , , , , , , , , , , 
2026-02-22, 15:15:07, OK, 36%, 2.04, 2642, -39261, , 14.762, -39261, 36.0%, , , , , , , , , , , , 
2026-02-22, 15:16:07, OK, 35%, 2.04, 2575, -39789, , 14.732, -39789, 35.0%, , , , , , , , , , , , 
2026-02-22, 15:17:07, OK, 34%, 1.96, 2393, -40204, , 14.722, -40204, 34.0%, , , , , , , , , , , , 
2026-02-22, 15:18:07, OK, 33%, 1.85, 2198, -41052, , 14.652, -41052, 33.0%, , , , , , , , , , , , 
2026-02-22, 15:19:07, OK, 33%, 2.06, 2442, -39421, , 14.705, -39421, 32.0%, , , , , , , , , , , , 
2026-02-22, 15:20:07, OK, 31%, 1.53, 1712, -39245, , 14.689, -39245, 31.0%, , , , , , , , , , , , 
2026-02-22, 15:21:07, OK, 30%, 2.07, 2236, -35552, , 14.719, -35552, 30.0%, , , , , , , , , , , , 
2026-02-22, 15:22:07, OK, 30%, 2.40, 2590, -34481, , 14.725, -34481, 30.0%, , , , , , , , , , , , 
2026-02-22, 15:23:07, OK, 29%, 2.10, 2193, -40444, , 14.665, -40444, 29.0%, , , , , , , , , , , , 
2026-02-22, 15:24:07, OK, 28%, 2.32, 2340, -34337, , 14.695, -34337, 28.0%, , , , , , , , , , , , 
2026-02-22, 15:25:07, OK, 27%, 2.35, 2284, -34417, , 14.688, -34417, 27.0%, , , , , , , , , , , , 
2026-02-22, 15:26:07, OK, 26%, 2.35, 2203, -34353, , 14.681, -34353, 26.0%, , , , , , , , , , , , 
2026-02-22, 15:27:07, OK, 26%, 1.99, 1859, -40492, , 14.575, -40492, 26.0%, , , , , , , , , , , , 
2026-02-22, 15:28:07, OK, 25%, 2.09, 1878, -39597, , 14.647, -39597, 25.0%, , , , , , , , , , , , 
2026-02-22, 15:29:07, OK, 24%, 2.19, 1891, -38190, , 14.582, -38190, 24.0%, , , , , , , , , , , , 
2026-02-22, 15:30:07, OK, 23%, 2.29, 1900, -39885, , 14.567, -39885, 23.0%, , , , , , , , , , , , 
2026-02-22, 15:31:07, OK, 22%, 2.06, 1635, -36224, , 14.600, -36224, 22.0%, , , , , , , , , , , , 
2026-02-22, 15:32:07, OK, 21%, 2.26, 1708, -35888, , 14.603, -35888, 21.0%, , , , , , , , , , , , 
2026-02-22, 15:33:07, OK, 21%, 2.29, 1735, -41339, , 14.530, -41339, 21.0%, , , , , , , , , , , , 
2026-02-22, 15:34:07, OK, 20%, 2.00, 1438, -38030, , 14.526, -38030, 20.0%, , , , , , , , , , , , 
2026-02-22, 15:35:07, OK, 19%, 2.36, 1614, -34178, , 14.574, -34178, 19.0%, , , , , , , , , , , , 
2026-02-22, 15:36:07, OK, 18%, 2.30, 1489, -35185, , 14.552, -35185, 18.0%, , , , , , , , , , , , 
2026-02-22, 15:37:07, OK, 17%, 1.99, 1218, -42107, , 14.465, -42107, 17.0%, , , , , , , , , , , , 
2026-02-22, 15:38:07, OK, 17%, 1.99, 1219, -40140, , 14.462, -40140, 17.0%, , , , , , , , , , , , 
2026-02-22, 15:39:07, OK, 16%, 2.07, 1194, -34545, , 14.515, -34545, 16.0%, , , , , , , , , , , , 
2026-02-22, 15:40:07, OK, 15%, 2.31, 1245, -39725, , 14.446, -39725, 15.0%, , , , , , , , , , , , 
2026-02-22, 15:41:07, OK, 15%, 2.12, 1144, -40476, , 14.418, -40476, 14.0%, , , , , , , , , , , , 
2026-02-22, 15:42:07, OK, 14%, 2.22, 1120, -36464, , 14.446, -36464, 13.0%, , , , , , , , , , , , 
2026-02-22, 15:43:07, OK, 13%, 2.27, 1061, -35664, , 14.436, -35664, 13.0%, , , , , , , , , , , , 
2026-02-22, 15:44:07, OK, 12%, 2.05, 887, -35632, , 14.409, -35632, 12.0%, , , , , , , , , , , , 
2026-02-22, 15:45:07, OK, 11%, 2.28, 902, -35504, , 14.393, -35504, 11.0%, , , , , , , , , , , , 
2026-02-22, 15:46:07, OK, 10%, 2.03, 732, -39805, , 14.333, -39805, 10.0%, , , , , , , , , , , , 
2026-02-22, 15:47:07, OK, 9%, 2.30, 746, -35936, , 14.313, -35936, 9.0%, , , , , , , , , , , , 
2026-02-22, 15:48:07, OK, 9%, 2.10, 680, -37519, , 14.297, -37519, 9.0%, , , , , , , , , , , , 
2026-02-22, 15:49:07, OK, 8%, 2.14, 615, -38558, , 14.270, -38558, 8.0%, , , , , , , , , , , , 
2026-02-22, 15:50:07, OK, 7%, 2.27, 572, -35568, , 14.278, -35568, 7.0%, , , , , , , , , , , , 
2026-02-22, 18:10:53, OK, 100%, 1.43, 5157, -56638, , 16.703, -56638, 100.0%, , , , , , , , , , , , 
2026-02-22, 18:11:53, OK, 100%, 1.36, 4903, -61194, , 16.432, -61194, 100.0%, , , , , , , , , , , , 
2026-02-22, 18:12:53, OK, 99%, 1.43, 5096, -33506, , 16.626, -33506, 99.0%, , , , , , , , , , , , 
2026-02-22, 18:13:53, OK, 99%, 2.45, 8722, -32739, , 16.619, -32739, 99.0%, , , , , , , , , , , , 
2026-02-22, 18:14:53, OK, 98%, 2.47, 8731, -32291, , 16.595, -32291, 98.0%, , , , , , , , , , , , 
2026-02-22, 18:15:53, OK, 97%, 2.47, 8638, -32611, , 16.565, -32611, 97.0%, , , , , , , , , , , , 
2026-02-22, 18:16:53, OK, 97%, 1.92, 6696, -33906, , 16.530, -33906, 96.0%, , , , , , , , , , , , 
2026-02-22, 18:17:53, OK, 96%, 2.24, 7755, -32163, , 16.506, -32163, 96.0%, , , , , , , , , , , , 
2026-02-22, 18:18:53, OK, 95%, 2.48, 8472, -32243, , 16.485, -32243, 95.0%, , , , , , , , , , , , 
2026-02-22, 18:19:53, OK, 94%, 2.48, 8391, -32243, , 16.453, -32243, 94.0%, , , , , , , , , , , , 
2026-02-22, 18:20:53, OK, 94%, 2.08, 7042, -39725, , 16.320, -39725, 94.0%, , , , , , , , , , , , 
2026-02-22, 18:21:53, OK, 93%, 2.48, 8310, -32691, , 16.373, -32691, 93.0%, , , , , , , , , , , , 
2026-02-22, 18:22:53, OK, 92%, 2.35, 7786, -33410, , 16.344, -33410, 92.0%, , , , , , , , , , , , 
2026-02-22, 18:23:53, OK, 92%, 2.49, 8253, -32531, , 16.310, -32531, 91.0%, , , , , , , , , , , , 
2026-02-22, 18:24:53, OK, 91%, 2.51, 8212, -32355, , 16.281, -32355, 91.0%, , , , , , , , , , , , 
2026-02-22, 18:25:53, OK, 90%, 2.37, 7667, -32675, , 16.263, -32675, 90.0%, , , , , , , , , , , , 
2026-02-22, 18:26:53, OK, 89%, 2.50, 7999, -32627, , 16.235, -32627, 89.0%, , , , , , , , , , , , 
2026-02-22, 18:27:53, OK, 89%, 2.50, 8019, -32627, , 16.209, -32627, 89.0%, , , , , , , , , , , , 
2026-02-22, 18:28:53, OK, 88%, 2.49, 7886, -32691, , 16.166, -32691, 88.0%, , , , , , , , , , , , 
2026-02-22, 18:29:53, OK, 87%, 2.49, 7812, -33698, , 16.112, -33698, 87.0%, , , , , , , , , , , , 
2026-02-22, 18:30:53, OK, 86%, 2.47, 7651, -32851, , 16.118, -32851, 86.0%, , , , , , , , , , , , 
2026-02-22, 18:31:53, OK, 86%, 2.48, 7665, -32739, , 16.077, -32739, 86.0%, , , , , , , , , , , , 
2026-02-22, 18:32:53, OK, 85%, 2.43, 7428, -32803, , 16.053, -32803, 85.0%, , , , , , , , , , , , 
2026-02-22, 18:33:53, OK, 84%, 2.47, 7480, -33154, , 16.030, -33154, 84.0%, , , , , , , , , , , , 
2026-02-22, 18:34:53, OK, 84%, 2.45, 7418, -33234, , 16.003, -33234, 83.0%, , , , , , , , , , , , 
2026-02-22, 18:35:53, OK, 83%, 2.44, 7278, -33170, , 15.974, -33170, 83.0%, , , , , , , , , , , , 
2026-02-22, 18:36:53, OK, 82%, 2.42, 7142, -33234, , 15.948, -33234, 82.0%, , , , , , , , , , , , 
2026-02-22, 18:37:53, OK, 81%, 2.42, 7055, -34050, , 15.908, -34050, 81.0%, , , , , , , , , , , , 
2026-02-22, 18:38:53, OK, 80%, 2.43, 6994, -33410, , 15.894, -33410, 80.0%, , , , , , , , , , , , 
2026-02-22, 18:39:53, OK, 80%, 2.44, 7025, -33394, , 15.861, -33394, 80.0%, , , , , , , , , , , , 
2026-02-22, 18:40:53, OK, 79%, 2.40, 6812, -34417, , 15.828, -34417, 79.0%, , , , , , , , , , , , 
2026-02-22, 18:41:53, OK, 78%, 2.40, 6745, -33442, , 15.795, -33442, 78.0%, , , , , , , , , , , , 
2026-02-22, 18:42:53, OK, 77%, 2.38, 6587, -34146, , 15.773, -34146, 77.0%, , , , , , , , , , , , 
2026-02-22, 18:43:53, OK, 77%, 2.41, 6671, -33586, , 15.748, -33586, 77.0%, , , , , , , , , , , , 
2026-02-22, 18:44:53, OK, 76%, 2.38, 6520, -33778, , 15.713, -33778, 76.0%, , , , , , , , , , , , 
2026-02-22, 18:45:53, OK, 75%, 2.33, 6304, -34066, , 15.692, -34066, 75.0%, , , , , , , , , , , , 
2026-02-22, 18:46:53, OK, 75%, 2.42, 6532, -33666, , 15.659, -33666, 75.0%, , , , , , , , , , , , 
2026-02-22, 18:47:53, OK, 74%, 2.43, 6485, -33666, , 15.630, -33666, 74.0%, , , , , , , , , , , , 
2026-02-22, 18:48:53, OK, 73%, 2.38, 6254, -33618, , 15.610, -33618, 73.0%, , , , , , , , , , , , 
2026-02-22, 18:49:53, OK, 72%, 2.41, 6256, -33746, , 15.580, -33746, 72.0%, , , , , , , , , , , , 
2026-02-22, 18:50:53, OK, 72%, 2.37, 6150, -34226, , 15.549, -34226, 71.0%, , , , , , , , , , , , 
2026-02-22, 18:51:53, OK, 71%, 2.40, 6125, -34098, , 15.515, -34098, 71.0%, , , , , , , , , , , , 
2026-02-22, 18:52:53, OK, 70%, 2.39, 6025, -34098, , 15.492, -34098, 70.0%, , , , , , , , , , , , 
2026-02-22, 18:53:53, OK, 69%, 2.40, 5967, -33810, , 15.470, -33810, 69.0%, , , , , , , , , , , , 
2026-02-22, 18:54:53, OK, 68%, 2.40, 5880, -33778, , 15.446, -33778, 68.0%, , , , , , , , , , , , 
2026-02-22, 18:55:53, OK, 68%, 2.35, 5752, -33810, , 15.416, -33810, 68.0%, , , , , , , , , , , , 
2026-02-22, 18:56:53, OK, 67%, 2.39, 5764, -34098, , 15.396, -34098, 67.0%, , , , , , , , , , , , 
2026-02-22, 18:57:53, OK, 66%, 2.37, 5633, -34018, , 15.371, -34018, 66.0%, , , , , , , , , , , , 
2026-02-22, 18:58:53, OK, 66%, 2.38, 5643, -33986, , 15.337, -33986, 65.0%, , , , , , , , , , , , 
2026-02-22, 18:59:53, OK, 65%, 2.33, 5456, -33922, , 15.325, -33922, 65.0%, , , , , , , , , , , , 
2026-02-22, 19:00:53, OK, 64%, 2.33, 5372, -34321, , 15.296, -34321, 64.0%, , , , , , , , , , , , 
2026-02-22, 19:01:53, OK, 63%, 2.35, 5322, -35041, , 15.262, -35041, 63.0%, , , , , , , , , , , , 
2026-02-22, 19:02:53, OK, 63%, 2.37, 5379, -34545, , 15.244, -34545, 62.0%, , , , , , , , , , , , 
2026-02-22, 19:03:53, OK, 62%, 2.38, 5309, -34257, , 15.224, -34257, 62.0%, , , , , , , , , , , , 
2026-02-22, 19:04:53, OK, 61%, 2.33, 5115, -34353, , 15.197, -34353, 61.0%, , , , , , , , , , , , 
2026-02-22, 19:05:53, OK, 60%, 2.35, 5069, -34705, , 15.172, -34705, 60.0%, , , , , , , , , , , , 
2026-02-22, 19:06:53, OK, 59%, 2.34, 4973, -34385, , 15.147, -34385, 59.0%, , , , , , , , , , , , 
2026-02-22, 19:07:53, OK, 58%, 2.35, 4916, -34465, , 15.130, -34465, 58.0%, , , , , , , , , , , , 
2026-02-22, 19:08:53, OK, 58%, 2.35, 4911, -34849, , 15.103, -34849, 58.0%, , , , , , , , , , , , 
2026-02-22, 19:09:53, OK, 57%, 2.34, 4795, -35073, , 15.090, -35073, 57.0%, , , , , , , , , , , , 
2026-02-22, 19:10:53, OK, 56%, 2.20, 4431, -37055, , 15.055, -37055, 56.0%, , , , , , , , , , , , 
2026-02-22, 19:11:53, OK, 56%, 2.15, 4341, -35824, , 15.042, -35824, 55.0%, , , , , , , , , , , , 
2026-02-22, 19:12:53, OK, 54%, 2.30, 4477, -35233, , 15.025, -35233, 54.0%, , , , , , , , , , , , 
2026-02-22, 19:13:53, OK, 54%, 2.30, 4467, -35137, , 14.981, -35137, 54.0%, , , , , , , , , , , , 
2026-02-22, 19:14:53, OK, 53%, 2.31, 4400, -35217, , 14.988, -35217, 53.0%, , , , , , , , , , , , 
2026-02-22, 19:15:53, OK, 52%, 2.29, 4286, -35105, , 14.965, -35105, 52.0%, , , , , , , , , , , , 
2026-02-22, 19:16:53, OK, 52%, 2.27, 4257, -36208, , 14.946, -36208, 51.0%, , , , , , , , , , , , 
2026-02-22, 19:17:53, OK, 51%, 2.28, 4177, -35840, , 14.910, -35840, 51.0%, , , , , , , , , , , , 
2026-02-22, 19:18:53, OK, 50%, 2.30, 4139, -35472, , 14.921, -35472, 50.0%, , , , , , , , , , , , 
2026-02-22, 19:19:53, OK, 49%, 2.30, 4062, -35680, , 14.893, -35680, 49.0%, , , , , , , , , , , , 
2026-02-22, 19:20:53, OK, 48%, 2.26, 3905, -36943, , 14.887, -36943, 48.0%, , , , , , , , , , , , 
2026-02-22, 19:21:53, OK, 47%, 2.29, 3874, -35664, , 14.870, -35664, 47.0%, , , , , , , , , , , , 
2026-02-22, 19:22:53, OK, 47%, 2.23, 3770, -36256, , 14.862, -36256, 46.0%, , , , , , , , , , , , 
2026-02-22, 19:23:53, OK, 46%, 2.29, 3789, -35680, , 14.841, -35680, 46.0%, , , , , , , , , , , , 
2026-02-22, 19:24:53, OK, 45%, 2.28, 3690, -35456, , 14.830, -35456, 45.0%, , , , , , , , , , , , 
2026-02-22, 19:25:53, OK, 44%, 1.62, 2570, -49412, , 14.707, -49412, 44.0%, , , , , , , , , , , , 
2026-02-22, 19:26:53, OK, 43%, 2.30, 3553, -35424, , 14.805, -35424, 43.0%, , , , , , , , , , , , 
2026-02-22, 19:27:53, OK, 43%, 2.29, 3550, -35217, , 14.783, -35217, 42.0%, , , , , , , , , , , , 
2026-02-22, 19:28:53, OK, 42%, 2.30, 3482, -35185, , 14.778, -35185, 42.0%, , , , , , , , , , , , 
2026-02-22, 19:29:53, OK, 41%, 2.29, 3384, -37327, , 14.755, -37327, 41.0%, , , , , , , , , , , , 
2026-02-22, 19:30:53, OK, 40%, 2.29, 3301, -35616, , 14.747, -35616, 40.0%, , , , , , , , , , , , 
2026-02-22, 19:31:53, OK, 39%, 2.29, 3214, -35169, , 14.737, -35169, 39.0%, , , , , , , , , , , , 
2026-02-22, 19:32:53, OK, 38%, 2.29, 3135, -35456, , 14.725, -35456, 38.0%, , , , , , , , , , , , 
2026-02-22, 19:33:53, OK, 38%, 2.28, 3118, -36000, , 14.713, -36000, 38.0%, , , , , , , , , , , , 
2026-02-22, 19:34:53, OK, 37%, 2.30, 3059, -35249, , 14.707, -35249, 37.0%, , , , , , , , , , , , 
2026-02-22, 19:35:53, OK, 36%, 2.27, 2946, -35329, , 14.688, -35329, 36.0%, , , , , , , , , , , , 
2026-02-22, 19:36:53, OK, 36%, 2.28, 2959, -35472, , 14.663, -35472, 35.0%, , , , , , , , , , , , 
2026-02-22, 19:37:53, OK, 34%, 2.28, 2789, -36543, , 14.667, -36543, 34.0%, , , , , , , , , , , , 
2026-02-22, 19:38:53, OK, 34%, 2.26, 2762, -35696, , 14.651, -35696, 34.0%, , , , , , , , , , , , 
2026-02-22, 19:39:53, OK, 33%, 2.26, 2686, -35696, , 14.648, -35696, 33.0%, , , , , , , , , , , , 
2026-02-22, 19:40:53, OK, 32%, 2.24, 2577, -36464, , 14.638, -36464, 32.0%, , , , , , , , , , , , 
2026-02-22, 19:41:53, OK, 31%, 2.26, 2524, -35904, , 14.625, -35904, 31.0%, , , , , , , , , , , , 
2026-02-22, 19:42:53, OK, 30%, 2.37, 2555, -34146, , 14.623, -34146, 30.0%, , , , , , , , , , , , 
2026-02-22, 19:43:53, OK, 30%, 2.39, 2576, -33906, , 14.629, -33906, 29.0%, , , , , , , , , , , , 
2026-02-22, 19:44:53, OK, 29%, 2.40, 2509, -34098, , 14.619, -34098, 29.0%, , , , , , , , , , , , 
2026-02-22, 19:45:53, OK, 28%, 2.35, 2373, -34194, , 14.606, -34194, 28.0%, , , , , , , , , , , , 
2026-02-22, 19:46:53, OK, 27%, 2.11, 2054, -36911, , 14.571, -36911, 27.0%, , , , , , , , , , , , 
2026-02-22, 19:47:53, OK, 27%, 2.20, 2139, -36384, , 14.565, -36384, 26.0%, , , , , , , , , , , , 
2026-02-22, 19:48:53, OK, 26%, 2.19, 2047, -36096, , 14.547, -36096, 25.0%, , , , , , , , , , , , 
2026-02-22, 19:49:53, OK, 25%, 2.21, 1988, -38190, , 14.518, -38190, 25.0%, , , , , , , , , , , , 
2026-02-22, 19:50:53, OK, 24%, 2.14, 1851, -38462, , 14.503, -38462, 24.0%, , , , , , , , , , , , 
2026-02-22, 19:51:53, OK, 23%, 2.17, 1800, -37838, , 14.497, -37838, 23.0%, , , , , , , , , , , , 
2026-02-22, 19:52:53, OK, 22%, 2.14, 1693, -38094, , 14.485, -38094, 22.0%, , , , , , , , , , , , 
2026-02-22, 19:53:53, OK, 21%, 2.14, 1620, -37455, , 14.469, -37455, 21.0%, , , , , , , , , , , , 
2026-02-22, 19:54:53, OK, 20%, 2.17, 1564, -37391, , 14.455, -37391, 20.0%, , , , , , , , , , , , 
2026-02-22, 19:55:53, OK, 19%, 2.11, 1446, -37679, , 14.399, -37679, 19.0%, , , , , , , , , , , , 
2026-02-22, 19:56:53, OK, 19%, 2.18, 1489, -39085, , 14.430, -39085, 19.0%, , , , , , , , , , , , 
