Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.436

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-07, 17:44:58, OK, 75%, 1.56, 4204, -58540, , 15.580, -58540, 75.0%, , , , , , , , , , , , 
2026-03-07, 17:45:58, OK, 74%, 1.23, 3267, -64247, , 15.320, -64247, 74.0%, , , , , , , , , , , , 
2026-03-07, 17:46:58, OK, 72%, 1.54, 3981, -52066, , 15.281, -52066, 72.0%, , , , , , , , , , , , 
2026-03-07, 17:47:58, OK, 71%, 2.12, 5429, -37854, , 15.525, -37854, 71.0%, , , , , , , , , , , , 
2026-03-07, 17:48:58, OK, 70%, 1.93, 4875, -39469, , 15.554, -39469, 70.0%, , , , , , , , , , , , 
2026-03-07, 17:49:58, OK, 69%, 1.41, 3493, -37471, , 15.509, -37471, 69.0%, , , , , , , , , , , , 
2026-03-07, 17:50:58, OK, 68%, 2.16, 5284, -36496, , 15.512, -36496, 68.0%, , , , , , , , , , , , 
2026-03-07, 17:51:58, OK, 68%, 1.92, 4704, -36719, , 15.482, -36719, 67.0%, , , , , , , , , , , , 
2026-03-07, 17:52:58, OK, 67%, 1.90, 4574, -38814, , 15.421, -38814, 67.0%, , , , , , , , , , , , 
2026-03-07, 17:53:58, OK, 66%, 1.87, 4453, -41163, , 15.411, -41163, 66.0%, , , , , , , , , , , , 
2026-03-07, 17:54:58, OK, 65%, 2.16, 5051, -37007, , 15.393, -37007, 65.0%, , , , , , , , , , , , 
2026-03-07, 17:55:58, OK, 64%, 2.14, 4924, -36783, , 15.368, -36783, 64.0%, , , , , , , , , , , , 
2026-03-07, 17:56:58, OK, 63%, 2.11, 4793, -38798, , 15.334, -38798, 63.0%, , , , , , , , , , , , 
2026-03-07, 17:57:58, OK, 62%, 1.95, 4359, -36943, , 15.303, -36943, 62.0%, , , , , , , , , , , , 
2026-03-07, 17:58:58, OK, 61%, 1.87, 4106, -39053, , 15.280, -39053, 61.0%, , , , , , , , , , , , 
2026-03-07, 17:59:58, OK, 60%, 2.10, 4541, -36767, , 15.245, -36767, 60.0%, , , , , , , , , , , , 
2026-03-07, 18:00:58, OK, 60%, 2.12, 4584, -38254, , 15.223, -38254, 59.0%, , , , , , , , , , , , 
2026-03-07, 18:01:58, OK, 59%, 2.13, 4533, -37007, , 15.197, -37007, 59.0%, , , , , , , , , , , , 
2026-03-07, 18:02:58, OK, 58%, 2.10, 4382, -37694, , 15.169, -37694, 58.0%, , , , , , , , , , , , 
2026-03-07, 18:03:58, OK, 57%, 2.07, 4240, -38606, , 15.148, -38606, 57.0%, , , , , , , , , , , , 
2026-03-07, 18:04:58, OK, 56%, 2.14, 4317, -37535, , 15.136, -37535, 56.0%, , , , , , , , , , , , 
2026-03-07, 18:05:58, OK, 55%, 2.12, 4191, -37231, , 15.108, -37231, 55.0%, , , , , , , , , , , , 
2026-03-07, 18:06:58, OK, 54%, 2.05, 3980, -40732, , 15.047, -40732, 54.0%, , , , , , , , , , , , 
2026-03-07, 18:07:58, OK, 54%, 1.95, 3792, -37742, , 15.056, -37742, 53.0%, , , , , , , , , , , , 
2026-03-07, 18:08:58, OK, 52%, 2.11, 3947, -39277, , 15.035, -39277, 52.0%, , , , , , , , , , , , 
2026-03-07, 18:09:58, OK, 52%, 2.13, 3988, -37407, , 14.993, -37407, 51.0%, , , , , , , , , , , , 
2026-03-07, 18:10:58, OK, 51%, 2.12, 3885, -37375, , 15.006, -37375, 50.0%, , , , , , , , , , , , 
2026-03-07, 18:11:58, OK, 50%, 2.11, 3805, -37295, , 14.975, -37295, 50.0%, , , , , , , , , , , , 
2026-03-07, 18:12:58, OK, 49%, 1.82, 3217, -37215, , 14.960, -37215, 49.0%, , , , , , , , , , , , 
2026-03-07, 18:13:58, OK, 48%, 1.82, 3149, -40860, , 14.930, -40860, 48.0%, , , , , , , , , , , , 
2026-03-07, 18:14:58, OK, 47%, 1.99, 3365, -38062, , 14.919, -38062, 47.0%, , , , , , , , , , , , 
2026-03-07, 18:15:58, OK, 46%, 2.02, 3337, -38989, , 14.883, -38989, 46.0%, , , , , , , , , , , , 
2026-03-07, 18:16:58, OK, 45%, 1.84, 2978, -40220, , 14.809, -40220, 45.0%, , , , , , , , , , , , 
2026-03-07, 18:17:58, OK, 44%, 1.74, 2758, -42826, , 14.821, -42826, 44.0%, , , , , , , , , , , , 
2026-03-07, 18:18:58, OK, 43%, 1.85, 2864, -42682, , 14.804, -42682, 43.0%, , , , , , , , , , , , 
2026-03-07, 18:19:58, OK, 42%, 1.85, 2791, -41020, , 14.786, -41020, 42.0%, , , , , , , , , , , , 
2026-03-07, 18:20:58, OK, 41%, 1.94, 2862, -39980, , 14.791, -39980, 41.0%, , , , , , , , , , , , 
2026-03-07, 18:21:58, OK, 40%, 1.91, 2745, -45416, , 14.746, -45416, 40.0%, , , , , , , , , , , , 
2026-03-07, 18:22:58, OK, 39%, 1.91, 2684, -39980, , 14.760, -39980, 39.0%, , , , , , , , , , , , 
2026-03-07, 18:23:58, OK, 38%, 1.87, 2563, -41419, , 14.726, -41419, 38.0%, , , , , , , , , , , , 
2026-03-07, 18:24:58, OK, 38%, 1.97, 2690, -39437, , 14.734, -39437, 37.0%, , , , , , , , , , , , 
2026-03-07, 18:25:58, OK, 36%, 1.79, 2320, -40492, , 14.703, -40492, 36.0%, , , , , , , , , , , , 
2026-03-07, 18:26:58, OK, 35%, 1.65, 2075, -41739, , 14.628, -41739, 35.0%, , , , , , , , , , , , 
2026-03-07, 18:27:58, OK, 34%, 1.97, 2414, -40204, , 14.681, -40204, 34.0%, , , , , , , , , , , , 
2026-03-07, 18:28:58, OK, 33%, 1.92, 2282, -42282, , 14.658, -42282, 33.0%, , , , , , , , , , , , 
2026-03-07, 18:29:58, OK, 33%, 1.84, 2188, -46183, , 14.629, -46183, 32.0%, , , , , , , , , , , , 
2026-03-07, 18:30:58, OK, 31%, 1.93, 2153, -42746, , 14.625, -42746, 31.0%, , , , , , , , , , , , 
2026-03-07, 18:31:58, OK, 30%, 1.94, 2092, -34385, , 14.679, -34385, 30.0%, , , , , , , , , , , , 
2026-03-07, 18:32:58, OK, 29%, 2.32, 2417, -34273, , 14.685, -34273, 29.0%, , , , , , , , , , , , 
2026-03-07, 18:33:58, OK, 29%, 2.25, 2353, -35153, , 14.672, -35153, 29.0%, , , , , , , , , , , , 
2026-03-07, 18:34:58, OK, 28%, 2.32, 2341, -34369, , 14.663, -34369, 28.0%, , , , , , , , , , , , 
2026-03-07, 18:35:58, OK, 27%, 2.17, 2108, -36416, , 14.654, -36416, 27.0%, , , , , , , , , , , , 
2026-03-07, 18:36:58, OK, 26%, 2.24, 2097, -36128, , 14.622, -36128, 26.0%, , , , , , , , , , , , 
2026-03-07, 18:37:58, OK, 26%, 2.31, 2163, -34353, , 14.632, -34353, 25.0%, , , , , , , , , , , , 
2026-03-07, 18:38:58, OK, 25%, 2.16, 1947, -35345, , 14.610, -35345, 25.0%, , , , , , , , , , , , 
2026-03-07, 18:39:58, OK, 24%, 2.29, 1978, -33922, , 14.608, -33922, 24.0%, , , , , , , , , , , , 
2026-03-07, 18:40:58, OK, 23%, 2.28, 1890, -33970, , 14.604, -33970, 23.0%, , , , , , , , , , , , 
2026-03-07, 18:41:58, OK, 22%, 2.25, 1779, -36863, , 14.574, -36863, 22.0%, , , , , , , , , , , , 
2026-03-07, 18:42:58, OK, 21%, 2.26, 1710, -34066, , 14.580, -34066, 21.0%, , , , , , , , , , , , 
2026-03-07, 18:43:58, OK, 21%, 2.21, 1672, -35408, , 14.564, -35408, 21.0%, , , , , , , , , , , , 
2026-03-07, 18:44:58, OK, 20%, 2.07, 1487, -34577, , 14.542, -34577, 20.0%, , , , , , , , , , , , 
2026-03-07, 18:45:58, OK, 19%, 2.30, 1573, -33954, , 14.540, -33954, 19.0%, , , , , , , , , , , , 
2026-03-07, 18:46:58, OK, 18%, 2.31, 1496, -34721, , 14.460, -34721, 18.0%, , , , , , , , , , , , 
2026-03-07, 18:47:58, OK, 18%, 2.29, 1482, -34098, , 14.517, -34098, 17.0%, , , , , , , , , , , , 
2026-03-07, 18:48:58, OK, 17%, 2.26, 1381, -34577, , 14.455, -34577, 17.0%, , , , , , , , , , , , 
2026-03-07, 18:49:58, OK, 16%, 2.23, 1286, -34401, , 14.475, -34401, 16.0%, , , , , , , , , , , , 
2026-03-07, 18:50:58, OK, 15%, 2.25, 1217, -34849, , 14.473, -34849, 15.0%, , , , , , , , , , , , 
2026-03-07, 18:51:58, OK, 14%, 2.24, 1130, -36176, , 14.451, -36176, 14.0%, , , , , , , , , , , , 
2026-03-07, 18:52:58, OK, 13%, 2.27, 1061, -34305, , 14.437, -34305, 13.0%, , , , , , , , , , , , 
2026-03-07, 18:53:58, OK, 13%, 2.30, 1078, -34497, , 14.409, -34497, 13.0%, , , , , , , , , , , , 
2026-03-07, 18:54:58, OK, 12%, 2.29, 989, -34769, , 14.395, -34769, 12.0%, , , , , , , , , , , , 
2026-03-07, 18:55:58, OK, 11%, 2.28, 902, -35121, , 14.378, -35121, 11.0%, , , , , , , , , , , , 
2026-03-07, 18:56:58, OK, 11%, 2.20, 873, -34657, , 14.278, -34657, 10.0%, , , , , , , , , , , , 
2026-03-07, 18:57:58, OK, 9%, 2.28, 740, -35265, , 14.318, -35265, 9.0%, , , , , , , , , , , , 
2026-03-07, 18:58:58, OK, 9%, 2.15, 696, -35648, , 14.301, -35648, 9.0%, , , , , , , , , , , , 
2026-03-07, 18:59:58, OK, 8%, 2.27, 655, -34673, , 14.282, -34673, 8.0%, , , , , , , , , , , , 
2026-03-07, 19:00:58, OK, 8%, 2.23, 642, -34577, , 14.261, -34577, 7.0%, , , , , , , , , , , , 
2026-03-07, 19:01:58, OK, 7%, 2.29, 576, -34545, , 14.240, -34545, 6.0%, , , , , , , , , , , , 
2026-03-07, 19:02:58, OK, 6%, 2.25, 486, -34897, , 14.218, -34897, 6.0%, , , , , , , , , , , , 
2026-03-07, 19:03:58, OK, 5%, 2.23, 402, -35680, , 14.181, -35680, 5.0%, , , , , , , , , , , , 
2026-03-07, 19:04:58, OK, 4%, 2.15, 309, -36272, , 14.158, -36272, 4.0%, , , , , , , , , , , , 
2026-03-07, 19:05:58, OK, 3%, 2.19, 236, -35968, , 14.133, -35968, 3.0%, , , , , , , , , , , , 
2026-03-07, 19:06:58, OK, 3%, 2.12, 229, -37503, , 14.051, -37503, 3.0%, , , , , , , , , , , , 
2026-03-07, 19:13:23, OK, 2%, 1.82, 131, -43194, , 14.101, -43194, 2.0%, , , , , , , , , , , , 
