timestamp,temperature,humidity,lightPercent,pirDetected,Charge_percent,charge_rate,power_consumption_mW
2026-02-21 19:45:00,21.3,57.0,57.78,0,97.0,0.0,-38973.0
2026-02-21 19:46:00,21.4,57.0,60.1,1,96.0,-1.0,-36863.0
2026-02-21 19:47:00,21.4,57.0,58.29,1,96.0,0.0,-48101.0
2026-02-21 19:48:00,21.7,58.0,60.44,1,95.0,-1.0,-44201.0
2026-02-21 19:49:00,22.0,58.0,59.37,1,94.0,-1.0,-43801.0
2026-02-21 19:50:00,22.3,59.0,58.95,1,92.0,-2.0,-46535.0
2026-02-21 19:51:00,22.6,59.0,59.22,1,91.0,-1.0,-45432.0
2026-02-21 19:52:00,22.8,59.0,55.65,0,91.0,0.0,-34401.0
2026-02-21 19:53:00,22.9,59.0,57.31,0,90.0,-1.0,-35377.0
2026-02-21 19:54:00,22.9,58.0,55.68,1,89.0,-1.0,-40508.0
2026-02-21 19:55:00,22.9,57.0,55.31,0,88.0,-1.0,-37439.0
2026-02-21 19:56:00,22.8,55.0,57.36,0,88.0,0.0,-35440.0
2026-02-21 19:57:00,22.7,54.0,55.56,0,87.0,-1.0,-44425.0
2026-02-21 19:58:00,22.5,54.0,56.12,0,86.0,-1.0,-35952.0
2026-02-21 19:59:00,22.4,54.0,57.02,0,85.0,-1.0,-35952.0
2026-02-21 20:00:00,22.3,54.0,56.63,0,84.0,-1.0,-36144.0
2026-02-21 20:01:00,22.3,54.0,55.36,0,84.0,0.0,-36480.0
2026-02-21 20:02:00,22.2,54.0,57.26,0,83.0,-1.0,-36016.0
2026-02-21 20:03:00,22.2,55.0,56.39,0,82.0,-1.0,-35984.0
2026-02-21 20:04:00,22.1,55.0,56.43,0,82.0,0.0,-36160.0
2026-02-21 20:05:00,22.1,55.0,57.58,0,81.0,-1.0,-36000.0
2026-02-21 20:06:00,22.1,55.0,56.51,0,80.0,-1.0,-36176.0
2026-02-21 20:07:00,22.1,55.0,55.82,0,79.0,-1.0,-37487.0
2026-02-21 20:08:00,22.0,55.0,56.02,0,78.0,-1.0,-36144.0
2026-02-21 20:09:00,22.1,55.0,55.02,0,77.0,-1.0,-36288.0
2026-02-21 20:10:00,22.1,55.0,57.41,0,76.0,-1.0,-36304.0
2026-02-21 20:11:00,22.1,55.0,55.19,0,75.0,-1.0,-36384.0
2026-02-21 20:12:00,22.0,55.0,55.07,0,75.0,0.0,-36496.0
2026-02-21 20:13:00,22.0,55.0,57.02,0,74.0,-1.0,-36336.0
2026-02-21 20:14:00,22.1,55.0,55.26,0,74.0,0.0,-36799.0
2026-02-21 20:15:00,22.1,55.0,55.87,0,72.0,-2.0,-36703.0
2026-02-21 20:16:00,22.0,55.0,55.95,0,71.0,-1.0,-36591.0
2026-02-21 20:17:00,22.1,54.0,56.87,0,70.0,-1.0,-36512.0
2026-02-21 20:18:00,22.0,54.0,55.31,0,70.0,0.0,-36927.0
2026-02-21 20:19:00,22.0,54.0,57.61,0,69.0,-1.0,-36991.0
2026-02-21 20:20:00,22.0,54.0,55.31,1,68.0,-1.0,-36895.0
2026-02-21 20:21:00,22.0,55.0,57.56,1,67.0,-1.0,-36911.0
2026-02-21 20:22:00,22.0,55.0,57.36,0,66.0,-1.0,-37119.0
2026-02-21 20:23:00,22.0,55.0,56.68,1,65.0,-1.0,-36815.0
2026-02-21 20:24:00,22.1,55.0,58.34,0,65.0,0.0,-43242.0
2026-02-21 20:25:00,22.2,56.0,59.32,0,63.0,-2.0,-37055.0
2026-02-21 20:26:00,22.4,56.0,57.83,1,63.0,0.0,-37007.0
2026-02-21 20:27:00,22.5,57.0,59.66,0,62.0,-1.0,-36975.0
2026-02-21 20:28:00,22.6,57.0,59.32,0,61.0,-1.0,-37934.0
2026-02-21 20:29:00,22.8,57.0,57.14,1,61.0,0.0,-37039.0
2026-02-21 20:30:00,22.9,57.0,58.83,0,59.0,-2.0,-37503.0
2026-02-21 20:31:00,23.1,56.0,57.8,0,57.99999999999999,-1.000000000000007,-37247.0
2026-02-21 20:32:00,23.1,56.0,57.66,0,57.99999999999999,0.0,-36815.0
2026-02-21 20:33:00,23.2,56.0,59.1,0,56.99999999999999,-1.0,-36831.0
2026-02-21 20:34:00,23.2,56.0,56.85,1,56.00000000000001,-0.9999999999999858,-37279.0
2026-02-21 20:35:00,23.3,56.0,57.36,1,55.00000000000001,-1.0,-37231.0
2026-02-21 20:36:00,23.4,56.0,56.58,1,54.0,-1.000000000000007,-37023.0
2026-02-21 20:37:00,23.6,56.0,58.97,0,53.0,-1.0,-37663.0
2026-02-21 20:38:00,23.6,56.0,56.7,0,53.0,0.0,-37407.0
2026-02-21 20:39:00,23.7,55.0,57.51,0,52.0,-1.0,-37615.0
2026-02-21 20:40:00,23.7,55.0,58.97,0,51.0,-1.0,-37694.0
2026-02-21 20:41:00,23.8,55.0,57.53,1,50.0,-1.0,-37567.0
2026-02-21 20:42:00,23.8,55.0,58.85,1,49.0,-1.0,-38334.0
2026-02-21 20:43:00,23.8,55.0,58.34,0,48.0,-1.0,-37726.0
2026-02-21 20:44:00,23.8,55.0,57.66,1,47.0,-1.0,-41819.0
2026-02-21 20:45:00,23.9,54.0,57.29,1,47.0,0.0,-38670.0
2026-02-21 20:46:00,23.9,54.0,60.88,1,46.0,-1.0,-48709.0
2026-02-21 20:47:00,23.9,54.0,58.53,1,45.0,-1.0,-54959.0
2026-02-21 20:48:00,24.0,54.0,60.49,0,43.0,-2.0,-49172.0
2026-02-21 20:49:00,24.0,54.0,60.17,1,42.0,-1.0,-41915.0
2026-02-21 20:50:00,24.1,54.0,61.42,0,41.0,-1.0,-43657.0
2026-02-21 20:51:00,24.2,54.0,60.34,1,41.0,0.0,-41499.0
2026-02-21 20:52:00,24.3,54.0,59.37,1,40.0,-1.0,-42091.0
2026-02-21 20:53:00,24.3,54.0,59.12,1,39.0,-1.0,-41611.0
2026-02-21 20:54:00,24.4,53.0,52.01,1,38.0,-1.0,-41483.0
2026-02-21 20:55:00,24.4,53.0,52.97,0,36.0,-2.0,-41531.0
2026-02-21 20:56:00,24.4,53.0,52.92,0,36.0,0.0,-41387.0
2026-02-21 20:57:00,24.3,53.0,54.19,0,35.0,-1.0,-41275.0
2026-02-21 20:58:00,24.2,53.0,52.53,0,34.0,-1.0,-41323.0
2026-02-21 20:59:00,24.1,53.0,54.53,1,33.0,-1.0,-41947.0
2026-02-21 21:00:00,24.1,53.0,52.31,1,32.0,-1.0,-45815.0
2026-02-21 21:01:00,24.1,53.0,53.5,0,31.0,-1.0,-41387.0
2026-02-21 21:02:00,24.1,53.0,51.77,0,30.0,-1.0,-36048.0
2026-02-21 21:03:00,24.1,53.0,52.94,1,30.0,0.0,-37950.0
2026-02-21 21:04:00,24.1,53.0,53.26,1,28.000000000000004,-1.9999999999999964,-37471.0
2026-02-21 21:05:00,24.1,53.0,51.89,1,28.000000000000004,0.0,-37519.0
2026-02-21 21:06:00,24.1,53.0,53.38,1,27.0,-1.0000000000000036,-37007.0
2026-02-21 21:07:00,24.1,53.0,53.6,0,26.0,-1.0,-42410.0
2026-02-21 21:08:00,24.1,53.0,51.06,1,25.0,-1.0,-38590.0
2026-02-21 21:09:00,24.1,53.0,52.7,0,24.0,-1.0,-36432.0
2026-02-21 21:10:00,24.2,53.0,53.06,1,23.0,-1.0,-36352.0
2026-02-21 21:11:00,24.2,52.0,51.36,1,22.0,-1.0,-35936.0
2026-02-21 21:12:00,24.2,52.0,52.58,1,22.0,0.0,-36496.0
2026-02-21 21:13:00,24.2,52.0,53.65,1,22.0,0.0,-38861.0
2026-02-21 21:14:00,24.2,52.0,53.11,0,20.0,-2.0,-36655.0
2026-02-21 21:15:00,24.2,52.0,54.48,1,19.0,-1.0,-36911.0
2026-02-21 21:16:00,24.3,52.0,53.02,1,19.0,0.0,-36671.0
2026-02-21 21:17:00,24.3,52.0,51.38,1,18.0,-1.0,-35984.0
2026-02-21 21:18:00,24.4,52.0,53.72,1,17.0,-1.0,-37007.0
2026-02-21 21:19:00,24.4,52.0,53.89,1,16.0,-1.0,-37247.0
2026-02-21 21:20:00,24.4,52.0,54.04,1,15.0,-1.0,-36416.0
2026-02-21 21:21:00,24.5,52.0,55.53,1,15.0,0.0,-36208.0
2026-02-21 21:22:00,24.5,52.0,55.56,1,14.000000000000002,-0.9999999999999982,-39661.0
2026-02-21 21:23:00,24.5,52.0,54.65,1,13.0,-1.0000000000000018,-36096.0
2026-02-21 21:24:00,24.5,51.0,51.31,1,12.0,-1.0,-36240.0
2026-02-21 21:25:00,24.5,51.0,52.28,0,11.0,-1.0,-36176.0
2026-02-21 22:24:00,24.7,50.5,52.245000000000005,0,92.0,-1.0,-39956.5
2026-02-21 22:25:00,24.9,50.0,52.21,1,91.0,-1.0,-43737.0
2026-02-21 22:26:00,25.1,50.0,52.97,1,90.0,-1.0,-34849.0
2026-02-21 22:27:00,25.3,49.0,51.84,0,90.0,0.0,-42906.0
2026-02-21 22:28:00,25.4,48.0,51.58,1,89.0,-1.0,-35488.0
2026-02-21 22:29:00,25.6,48.0,52.63,0,88.0,-1.0,-37359.0
2026-02-21 22:30:00,25.6,48.0,51.77,1,87.0,-1.0,-35552.0
2026-02-21 22:31:00,25.6,47.0,52.16,1,86.0,-1.0,-35073.0
2026-02-21 22:32:00,25.6,47.0,52.92,1,86.0,0.0,-35345.0
2026-02-21 22:33:00,25.6,47.0,54.82,1,85.0,-1.0,-35552.0
2026-02-21 22:34:00,25.6,47.0,53.75,1,84.0,-1.0,-37471.0
2026-02-21 22:35:00,25.6,47.0,52.06,1,83.0,-1.0,-35536.0
2026-02-21 22:36:00,25.6,47.0,54.24,1,83.0,0.0,-35472.0
2026-02-21 22:37:00,25.6,47.0,53.5,1,82.0,-1.0,-35488.0
2026-02-21 22:38:00,25.6,47.0,52.89,1,81.0,-1.0,-36064.0
2026-02-21 22:39:00,25.7,47.0,52.72,1,80.0,-1.0,-37343.0
2026-02-21 22:40:00,25.7,47.0,51.89,1,79.0,-1.0,-36671.0
2026-02-21 22:41:00,25.7,47.0,56.12,1,79.0,0.0,-37135.0
2026-02-21 22:42:00,25.7,47.0,51.55,1,78.0,-1.0,-36735.0
2026-02-21 22:43:00,25.7,47.0,51.87,1,77.0,-1.0,-36543.0
2026-02-21 22:44:00,25.7,47.0,52.43,1,76.0,-1.0,-37487.0
2026-02-21 22:45:00,25.7,47.0,53.5,1,75.0,-1.0,-37359.0
2026-02-21 22:46:00,25.7,47.0,52.94,1,74.0,-1.0,-37183.0
2026-02-21 22:47:00,25.7,47.0,55.8,0,74.0,0.0,-37519.0
2026-02-21 22:48:00,25.7,47.0,55.75,1,73.0,-1.0,-36336.0
2026-02-21 22:49:00,25.7,47.0,53.04,0,72.0,-1.0,-39533.0
2026-02-21 22:50:00,25.7,47.0,52.43,1,71.0,-1.0,-36847.0
2026-02-21 22:51:00,25.7,47.0,53.11,0,70.0,-1.0,-36559.0
2026-02-21 22:52:00,25.7,47.0,54.53,1,70.0,0.0,-36703.0
2026-02-21 22:53:00,25.7,47.0,54.97,1,69.0,-1.0,-36895.0
2026-02-21 22:54:00,25.7,47.0,53.04,1,69.0,0.0,-37423.0
2026-02-21 22:55:00,25.7,47.0,53.85,1,67.0,-2.0,-37231.0
2026-02-21 22:56:00,25.7,47.0,53.36,1,67.0,0.0,-36767.0
2026-02-21 22:57:00,25.7,47.0,55.41,1,66.0,-1.0,-37854.0
2026-02-21 22:58:00,25.7,46.0,54.87,1,65.0,-1.0,-37822.0
2026-02-21 22:59:00,25.7,46.0,54.41,1,64.0,-1.0,-39469.0
2026-02-21 23:00:00,25.7,46.0,60.0,1,63.0,-1.0,-37790.0
2026-02-21 23:01:00,25.8,46.0,51.87,1,63.0,0.0,-37886.0
2026-02-21 23:02:00,25.8,46.0,53.63,1,62.0,-1.0,-38078.0
2026-02-21 23:03:00,25.8,46.0,56.8,1,61.0,-1.0,-38302.0
2026-02-21 23:04:00,25.8,46.0,54.26,1,60.0,-1.0,-41323.0
2026-02-21 23:05:00,25.8,46.0,53.8,0,59.0,-1.0,-39069.0
2026-02-21 23:06:00,25.9,46.0,51.94,1,57.99999999999999,-1.000000000000007,-38845.0
2026-02-21 23:07:00,25.9,46.0,52.67,1,56.99999999999999,-1.0,-37998.0
2026-02-21 23:08:00,25.9,46.0,55.21,1,56.99999999999999,0.0,-38110.0
2026-02-21 23:09:00,25.9,46.0,57.51,1,56.00000000000001,-0.9999999999999858,-40956.0
2026-02-21 23:10:00,26.0,46.0,53.72,1,55.00000000000001,-1.0,-36879.0
2026-02-21 23:11:00,26.0,46.0,57.12,1,54.0,-1.000000000000007,-38398.0
2026-02-21 23:12:00,26.0,46.0,52.48,1,54.0,0.0,-39213.0
2026-02-21 23:13:00,26.0,46.0,55.19,1,53.0,-1.0,-38941.0
2026-02-21 23:14:00,26.0,46.0,52.45,0,52.0,-1.0,-41531.0
2026-02-21 23:15:00,26.0,46.0,52.19,1,51.0,-1.0,-40732.0
2026-02-21 23:16:00,26.0,46.0,74.36,1,50.0,-1.0,-41403.0
2026-02-21 23:17:00,26.0,46.0,53.89,1,49.0,-1.0,-41052.0
2026-02-21 23:18:00,26.0,46.0,53.72,1,48.0,-1.0,-40684.0
2026-02-21 23:19:00,26.0,46.0,53.11,1,47.0,-1.0,-52545.0
2026-02-21 23:20:00,26.0,46.0,52.89,1,46.0,-1.0,-40188.0
2026-02-21 23:21:00,26.0,46.0,51.4,1,45.0,-1.0,-43226.0
2026-02-21 23:22:00,26.0,46.0,50.96,1,44.0,-1.0,-42506.0
2026-02-21 23:23:00,26.0,46.0,51.79,0,44.0,0.0,-41467.0
2026-02-21 23:24:00,26.0,46.0,51.04,1,43.0,-1.0,-45240.0
2026-02-21 23:25:00,26.0,46.0,51.77,0,42.0,-1.0,-42139.0
2026-02-21 23:26:00,26.0,46.0,52.87,1,41.0,-1.0,-42027.0
2026-02-21 23:27:00,26.0,46.0,53.36,0,40.0,-1.0,-42778.0
2026-02-21 23:28:00,26.0,46.0,52.14,1,39.0,-1.0,-40460.0
2026-02-21 23:29:00,26.0,45.0,50.72,1,38.0,-1.0,-43737.0
2026-02-21 23:30:00,26.0,45.0,52.48,0,38.0,0.0,-43034.0
2026-02-21 23:31:00,26.0,45.0,51.4,0,36.0,-2.0,-41419.0
2026-02-21 23:32:00,26.0,45.0,56.14,1,35.0,-1.0,-44057.0
2026-02-21 23:33:00,26.0,45.0,58.58,1,34.0,-1.0,-51842.0
2026-02-21 23:34:00,26.0,45.0,57.8,0,33.0,-1.0,-45400.0
2026-02-21 23:35:00,26.0,45.0,56.0,1,33.0,0.0,-42986.0
2026-02-21 23:36:00,26.0,45.0,57.26,1,32.0,-1.0,-43961.0
2026-02-21 23:37:00,26.0,45.0,55.65,1,31.0,-1.0,-44425.0
2026-02-21 23:38:00,26.0,45.0,58.66,1,30.0,-1.0,-37583.0
2026-02-21 23:39:00,26.0,45.0,56.09,1,28.999999999999996,-1.0000000000000036,-37391.0
2026-02-21 23:40:00,26.0,45.0,58.41,1,28.000000000000004,-0.9999999999999929,-36815.0
2026-02-21 23:41:00,26.0,45.0,55.82,1,27.0,-1.0000000000000036,-37950.0
2026-02-21 23:42:00,26.0,45.0,56.0,1,27.0,0.0,-36895.0
2026-02-21 23:43:00,26.1,45.0,57.22,1,26.0,-1.0,-37423.0
2026-02-21 23:44:00,26.0,45.0,58.34,1,25.0,-1.0,-36703.0
2026-02-21 23:45:00,26.0,45.0,57.02,1,24.0,-1.0,-37055.0
2026-02-21 23:46:00,26.1,45.0,55.85,1,23.0,-1.0,-37710.0
2026-02-21 23:47:00,26.0,45.0,56.12,1,23.0,0.0,-36623.0
2026-02-21 23:48:00,26.0,45.0,58.0,1,22.0,-1.0,-37535.0
2026-02-21 23:49:00,26.0,45.0,57.58,0,21.0,-1.0,-36591.0
2026-02-21 23:50:00,26.0,45.0,56.24,1,20.0,-1.0,-36751.0
2026-02-21 23:51:00,26.1,45.0,59.98,1,20.0,0.0,-36831.0
2026-02-21 23:52:00,26.1,45.0,56.14,1,19.0,-1.0,-36847.0
2026-02-21 23:53:00,26.1,45.0,56.53,1,18.0,-1.0,-36432.0
2026-02-21 23:54:00,26.1,45.0,56.63,1,17.0,-1.0,-37311.0
2026-02-21 23:55:00,26.1,45.0,57.26,1,17.0,0.0,-36432.0
2026-02-21 23:56:00,26.0,45.0,56.14,1,15.0,-2.0,-36272.0
2026-02-21 23:57:00,26.0,45.0,51.5,0,15.0,0.0,-36448.0
2026-02-21 23:58:00,26.0,45.0,55.65,0,14.000000000000002,-0.9999999999999982,-36144.0
2026-02-21 23:59:00,26.0,45.0,54.53,1,13.0,-1.0000000000000018,-36863.0
2026-02-22 14:06:00,24.5,49.0,54.150000000000006,1,99.0,-1.0000000000000009,-35144.5
2026-02-22 14:07:00,23.0,53.0,53.77,0,98.0,-1.0,-33426.0
2026-02-22 14:08:00,23.5,50.0,39.73,0,97.0,-1.0,-33011.0
2026-02-22 14:09:00,24.0,48.0,48.84,0,97.0,0.0,-34929.0
2026-02-22 14:10:00,24.5,46.0,48.82,0,95.0,-2.0,-37487.0
2026-02-22 14:11:00,24.9,43.0,49.11,0,94.0,-1.0,-65079.0
2026-02-22 14:12:00,24.9,43.0,52.21,0,93.0,-1.0,-63800.0
2026-02-22 14:13:00,24.9,43.0,54.07,0,92.0,-1.0,-49364.0
2026-02-22 14:14:00,24.8,43.0,55.34,0,92.0,0.0,-36895.0
2026-02-22 14:15:00,24.7,43.0,66.59,0,91.0,-1.0,-37295.0
2026-02-22 14:16:00,24.7,43.0,62.05,1,90.0,-1.0,-44968.0
